TM	PITCHERS	IP	SO vlhp	BB vlhp	HIT v lhp	OB v lhp	TB v lhp	HR v lhp	BP v lhp	DP vlhp	SO v rhp	BB v rhp	HIT v rhp	OB v rhp	TB v rhp	HR v rhp	BP v rhp	DP v rhp	HO	ENDURANCE	FIELD	BK	WP	BAT-B	STL	SPD
ATN	"Ramirez,Jo"	33	33	14	10.4	24.5	20.7	0	5*	0	29	15	11.8	26.8	25.7	0	0*	0	9	R(1)	5- 0	0	20	1WR-C	E	10
LAA	"Ramirez,JC"	79	16	2	18.2	20.2	25.2	1.2	2	0	17	8	18.7	26.7	30.1	3.8	7	0	2	R(2) C(1)	4-36	0	20	1WR-C	E	10
MMN	"Ramos,A"	64	34	16	9.6	25.6	13.6	0	0	2	38	20	14.1	34	14.1	0	0	0	3	R(1) C(6)	2- 0	0	20	1WR-C	E	10
TEA	"Ramos,C*"	48	3	12	20.2	32.2	40.5	5.5	8	12	6	11	28.5	39.5	57.5	5.5	8	12	2	S(5) R(3) C(0)	3- 7	0	0	1WL-C	E	10
PHN	"Ramos,E"	40	25	3	17	20	33.8	5.5	8	2	35	7	14.6	21.6	23.8	0	0	1	0	R(1)	5- 0	10	5	1WR-C	E	10
CHA	"Ranaudo,A"	31	5	22	11.4	33.5	28.5	3.8	7	0	2	18	20	38	60.7	12	8	0	-2	S(5) R(3)	3- 0	0	6	7NR-C	E	10
ARN	"Ray,R*"	174	45	5	19.2	24.2	32.8	1.2	1	0	32	12	18.1	30.1	29.8	2.2	4	6	1	S(5)	2-17	0	9	6NL-A	E	12
SDN	"Rea,C"	103	13	12	16.1	28.1	25.9	0.6	0	6	20	10	15.2	25.2	32.2	2.8	4	6	9	S(5)	5- 0	3	0	1WR-B	E	13
NYN	"Reed,A"	78	41	0	9.1	9.1	10.9	0	0	0	44	0	10.5	10.5	15.8	0	0	0	-6	R(1) C(0)	4- 0	0	12	1WL-C	E	10
CIN	"Reed,C*"	48	11	1	33.1	34.1	47.7	1.8	1	6	20	9	30.5	39.5	57.2	6	8	5	9	S(5)	4- 0	12	8	1WL-D	E	10
SLN	"Reyes,A"	46	19	14	11.3	25.3	24.3	0	0	0	49	19	1.9	20.9	3.3	0	0*	0	1	S(5) R(4) C(0)	2-51	9	15	1WR-C	E	10
SDN	"Richard,C*"	68	18	9	25.7	34.7	25.7	0	0	12	1	12	26.6	38.5	31.7	0	0	12	4	S(6) R(3) C(0)	2-51	0	9	1WL-A	E	12
LAA	"Richards,G"	35	26	10	9	19	13.8	0	0	8	28	15	19.9	34.9	34.3	0	2	7	9	S(6)	3-51	0	19	1WR-C	E	10
PIN	"Rivero,F*"	77	23	11	26.5	37.5	33.9	0.2	0	9	46	12	6.4	18.4	14.2	1.6	2	3	-5	R(2) C(0)	1-19	0	8	1WL-C	E	10
WAN	"Roark,T"	210	20	14	8.8	22.8	9.8	0	0	12	23	6	16.5	22.5	21.3	1.6	2	12	5	S(7*)	2- 7	2	6	1WR-A	E	13
CHA	"Robertson,D"	62	50	6	7.7	13.6	13.3	1.8	3	0	30	24	12.1	36	20.5	0	0	0	8	R(1) C(6)	3- 0	0	3	1WR-C	E	10
NYN	"Robles,H"	78	42	14	5.8	19.8	12.7	0.1	0*	4	28	14	18.6	32.7	32.3	1.6	2	4	4	R(2) C(0)	4- 0	0	8	1WR-D	E	10
MMN	"Rodney,F"	65	33	21	11.4	32.5	17.5	2	3	4	35	16	9.8	25.8	14.6	0	0	4	3	R(1) C(5)	3-22	5	17	1WR-C	E	10
CHA	"Rodon,C*"	165	37	0	16.1	16.1	25.5	1	0	5	26	9	19	28	29.2	2.2	4	7	6	S(6)	4- 8	2	14	1WL-D	E	10
BOA	"Rodriguez,E*"	107	34	8	17.9	25.9	25.4	0	0	0	22	11	13.1	24	28.7	3	5	0	-1	S(5)	2-13	0	0	1WL-C	E	10
OAA	"Rodriguez,Fe"	41	8	25	13.8	38.8	34.3	2.4	5*	11	38	9	2.2	11.2	3.6	0	0	10	-3	R(2)	4- 0	0	11	1WR-C	E	10
DEA	"Rodriguez,Fr"	58	11	2	8.1	10	20.7	3.4	6	9	37	19	10.3	29.3	18.8	0	0	6	0	R(1) C(6)	3-24	0	16	1WR-C	E	10
ATN	"Roe,C"	30	23	21	17.5	38.5	47.5	0.2	0*	7	61	10	2.2	12.2	2.8	0.2	0*	4	8	R(1)	4- 0	0	7	1WR-C	E	10
MNA	"Rogers,T*"	61	41	4	8.6	12.6	13.9	0	0	9	25	2	23.4	25.4	37.2	2.4	4	9	-1	R(2)	1-51	0	3	1WL-C	E	10
TBA	"Romero,E*"	46	25	23	18.2	41.3	30.6	1.8	3	2	32	19	7.8	26.9	16.9	3	6	0	-3	R(1) C(0)	3- 0	0	4	1WL-C	E	10
SFN	"Romo,S"	31	33	3	15.6	18.5	42.3	6.8	8	12	39	3	15.6	18.7	31.3	3.2	6	9	3	R(1) C(3)	2- 0	0	7	1WR-C	E	10
DEA	"Rondon,B"	36	47	8	3	11.1	6.9	0.8	0*	4	48	10	5.3	15.3	21.2	5.3	8*	4	5	R(1)	4- 0	10	6	1WR-C	E	10
CHN	"Rondon,H"	51	20	1	20.7	21.7	35.3	4.8	8	6	54	0	9.8	9.8	17.7	2.4	4	4	2	R(1) C(4)	3- 0	0	14	1WR-D	E	10
SLN	"Rosenthal,T"	40	25	30	17	47	17	0	0	0	31	19	21.7	40.6	27.3	0.6	0	0	2	R(1) C(4)	4- 0	0	0	1WR-C	E	10
BOA	"Ross,R*"	55	31	22	3.8	25.8	6.6	0	0	7	28	7	18.8	25.8	21.8	0	0	8	-4	R(2)	3- 0	0	20	1WL-C	E	10
WAN	"Ross,J"	105	18	8	29.9	38	36.3	0.4	1	6	28	2	14.5	16.5	22	1.2	1	6	0	S(6)	3-14	0	3	4WR-D	E	13
CON	"Rusin,C*"	84	26	0	22.3	22.3	37.5	1.2	2	8	17	6	19.7	25.7	31.5	0	0	8	-2	S(5) R(3)	3-17	0	10	2WL-D	E	13
DEA	"Ryan,K*"	56	26	5	15.1	20.1	23.1	0	1	12	0	0	16.8	16.8	28.3	0	0	12	2	R(1)	3-26	0	3	1WL-C	E	10
WAN	"Rzepczynski,M*"	48	37	4	21.3	25.3	27.4	0	0	8	12	26	11.4	37.4	16.9	0	0	10	3	R(1)	3-51	0	20	1WL-C	E	10
NYA	"Sabathia,C*"	180	29	12	10.9	22.9	20.9	1.8	2	10	18	9	19.4	28.4	26.6	1.6	2	10	-4	S(6)	4-31	2	1	1WL-D	E	10
NYN	"Salas,F"	74	35	0	14.6	14.6	31.4	3.6	6	8	15	11	10.6	21.6	25.3	2.8	5	9	1	R(1) C(3)	3- 0	0	2	1WR-C	E	10
CLA	"Salazar,D"	137	43	10	8.9	19	18.5	1.6	2*	3	33	18	16	34	25.1	1.8	2	0	-2	S(6)	5-11	9	14	1WR-D	E	10
CHA	"Sale,C*"	227	44	0	6.4	6.4	18.1	3.2	5	3	32	3	11.3	14.3	20.2	1.6	2	6	-3	S(7*)	4- 0	0	1	1WL-C	E	10
SFN	"Samardzija,J"	203	19	4	22.6	26.6	39.8	1.6	4	10	22	5	13.9	18.9	23.4	2	4	11	3	S(6*)	2- 7	0	1	2WR-D	E	13
CIN	"Sampson,K"	39	21	28	4.5	32.5	15.8	3.8	5	0	27	18	18	36	33.6	3.8	7	0	5	S(5) R(3)	3- 0	0	15	1WR-C	E	10
DEA	"Sanchez,An"	153	26	13	18	31	30.4	2.4	3	5	18	5	26.7	31.7	47.4	6	8	8	9	S(5) R(3)	4-19	4	9	1WR-D	E	10
TOA	"Sanchez,Aa"	192	24	14	9.6	23.7	15.5	1.2	2	6	19	4	15.4	19.4	21.4	0	0	6	0	S(7)	3-15	0	5	1WR-D	E	10
MNA	"Santana,E"	181	16	7	15.7	22.7	22.8	0.8	0	12	26	6	13.9	19.9	27.1	2.2	3	12	-4	S(6)	2- 8	7	14	1WR-C	E	10
MNA	"Santiago,H*"	182	16	18	10	28	21.4	3.8	7	2	17	13	13.4	26.4	31.5	3.4	5	4	-4	S(6)	2- 8	2	3	3WR-D	E	10
MLN	"Scahill,R"	35	7	1	28	29	41.3	0	0	4	25	8	12.3	20.3	12.3	0	1	4	-1	R(2)	3- 0	0	6	1WL-C	E	10
WAN	"Scherzer,M"	228	34	9	11.4	20.4	29.4	3	5*	0	58	0	5.9	5.9	14.3	2.2	4*	0	0	S(7*)	2- 6	2	1	3WR-A	E	13
PIN	"Schugel,A"	52	10	9	2.7	11.6	5.7	1	0	9	41	1	19.6	20.5	29	0.8	1	9	-2	R(2) C(0)	3- 0	0	9	1WR-B	E	10
NYA	"Severino,L"	71	23	7	22.3	29.3	32.9	1.4	1	9	23	10	23.4	33.4	46.6	3.2	4	7	-2	S(5) R(3)	2-40	0	9	1WR-C	E	10
CLA	"Shaw,B"	67	29	14	15.5	29.5	27.9	1.8	2	11	36	10	7.9	17.9	15.3	1.8	3	9	3	R(1) C(0)	4- 0	0	6	1WS-C	E	10
CHA	"Shields,J"	182	10	14	19.1	33.1	35	2.8	5	9	17	12	18.3	30.3	42.9	5.3	8	9	4	S(6)	3-31	0	11	2WR-A	E	10
ARN	"Shipley,B"	70	9	8	18.4	26.4	48	6.3	8	12	6	14	26.7	40.7	45	1.2	1	12	1	S(5) R(4)	3- 0	0	2	1WR-B	D	13
LAA	"Shoemaker,M"	160	21	0	23.1	23.1	35.8	0.8	1	4	28	2	22.9	24.9	34.8	2.2	3	4	3	S(6)	3-18	0	2	1WR-C	E	10
NYA	"Shreve,C*"	33	22	15	20.7	35.6	67.4	11.1	8*	0	30	10	10.1	20.1	27.3	3	4*	0	-2	R(1) C(0)	2- 0	0	0	1WL-C	E	10
SLN	"Siegrist,K*"	62	26	17	4	20.9	15.5	3.8	6*	5	39	10	3.4	13.3	13.1	3.2	6*	2	5	R(1) C(2)	3-23	0	19	1WL-C	E	10
CIN	"Simon,A"	59	7	8	37.2	45.2	67.1	6.3	8	0	5	18	29.6	47.7	41.3	2.6	5	4	1	S(5) R(4)	4- 0	0	9	1WR-A	E	10
HOA	"Sipp,T*"	44	15	14	22.4	36.3	47.1	4.8	8	13	23	10	26	36	63.6	8.5	8	5	-2	R(1) C(0)	3-34	0	0	1WL-C	E	10
LAA	"Skaggs,T*"	50	15	14	31.9	45.9	50.1	0	0	3	30	15	15.4	30.4	23.6	1.8	2	3	9	S(5)	5- 0	0	0	1WL-C	E	10
CHN	"Smith,Joe"	52	22	3	16.7	19.7	34.7	6	8	7	16	10	17.9	27.9	21.5	1.2	2	7	-3	R(1) C(3)	1- 0	8	0	1WR-C	E	10
CIN	"Smith,Jos"	60	8	16	19.8	35.8	35.7	5	6	0	19	10	11.2	21.2	23.1	2.2	3	0	8	S(5) R(3)	4- 0	0	3	3WR-D	E	13
SFN	"Smith,W*"	40	39	12	14.1	26.1	22.6	0.6	0	1	37	16	4.9	20.9	12.4	0.8	1	4	1	R(1)	3-36	0	17	1WR-C	E	10
TBA	"Smyly,D*"	175	35	0	17.9	17.9	37	4.8	8	3	24	7	17.8	24.8	34.4	3.6	6	5	2	S(6)	2- 8	0	12	1WL-C	E	10
TBA	"Snell,B*"	89	27	23	18	41	19	0	0	2	31	18	18.5	36.4	24.6	0	0	2	-1	S(5)	3- 0	4	14	1WL-D	E	10
WAN	"Solis,S*"	41	38	9	11.4	20.5	20.6	0	0*	5	36	21	7.6	28.6	13.4	0	0	5	-2	R(2)	3- 0	0	11	1WR-C	E	10
KCA	"Soria,J"	67	29	9	18.4	27.4	25.2	0	0	0	25	15	24.3	39.3	49.5	5.8	8	0	0	R(1) C(0)	2- 0	18	6	1WR-C	E	10
CIN	"Stephenson,R"	37	16	10	20.9	30.9	46.8	7	8	2	17	19	18.3	37.4	32	2.6	4	0	-2	S(5)	3- 0	10	11	1WR-C	E	10
SEA	"Storen,D"	52	14	12	28.9	40.9	53.3	2.6	4	0	28	0	17.4	17.4	28.1	1.6	2	1	6	R(1) C(2)	4- 0	6	0	1WS-C	E	10
CIN	"Straily,D"	191	21	18	5.6	23.6	15.2	2.2	1	1	23	4	14.9	19	34	3.8	7	1	0	S(6) R(3)	3- 0	2	3	1WR-B	E	12
WAN	"Strasburg,S"	148	47	9	5.4	14.4	13.8	2	4	0	40	6	15.5	21.5	26.7	0.8	1	0	0	S(6)	4-10	0	2	3WR-C	E	12
SFN	"Strickland,H"	61	7	4	22	26	28.7	1.2	3	0	36	7	8.5	15.5	8.9	0	0	0	8	R(1) C(2)	4- 0	0	11	1WR-C	E	10
LAN	"Stripling,R"	100	21	2	13.9	15.9	29.5	1.4	0	7	11	9	22.4	31.4	34.8	1.4	2	7	4	S(5) R(4)	3- 0	0	13	1WR-C	E	10
TOA	"Stroman,M"	204	19	7	21.8	28.8	32.8	1.4	1	9	20	4	20.8	24.8	29.5	0.8	1	10	0	S(6*)	3-28	2	9	1WR-D	E	14
CHN	"Strop,P"	47	38	17	2.2	19.2	8.8	2.2	4*	4	53	4	5.8	9.8	10.1	0.6	0	3	-3	R(1)	3-31	0	20	1WR-C	E	10
SFN	"Suarez,A"	84	5	9	18.2	27.2	35.6	0.2	1	9	16	1	24	25	55.4	4.5	8	9	-4	S(5) R(4)	2-17	0	2	3WR-A	E	10
OAA	"Surkamp,E*"	39	0	15	24.8	39.8	36.7	3.8	8	2	6	13	27.8	40.8	50.8	3.2	7	2	-2	S(5)	3-38	0	4	1WL-C	E	10
NYA	"Swarzak,A"	31	31	12	14.2	26.2	38.6	6	7	4	26	0	15.6	15.6	52.8	10.8	8*	13	2	R(2)	3- 0	0	7	1WR-C	E	10
NYN	"Syndergaard,N"	184	40	8	17	25	26.1	0.8	0	7	42	1	13.4	14.4	17.4	0	0	8	9	S(6)	4-31	2	12	6NL-D	E	10
PIN	"Taillon,J"	104	16	0	22	22	34	1.8	2	12	27	0	15	15	31.2	2.6	5	12	0	S(6)	2-28	7	1	1WR-B	E	10
NYA	"Tanaka,M"	200	20	0	18.6	18.6	31.1	1.8	1	3	22	4	17	21	22.5	1.2	1	3	-1	S(6*)	1- 7	0	8	1WR-D	E	10
BOA	"Tazawa,J"	50	23	8	8.3	16.3	17.8	2.4	5	0	41	3	20.8	23.8	39.8	4.3	7	0	9	R(1)	3-28	0	18	1WR-C	E	10
ATN	"Teheran,J"	188	12	9	12.6	21.6	30.8	3	5	1	36	0	12.1	12.1	18.2	1	2	5	1	S(6)	3- 8	2	8	3WR-A	E	12
PHN	"Thompson,J"	54	4	21	18.8	39.8	33.8	3	5	13	9	13	14.4	27.4	35	3.6	6	9	-4	S(5)	3- 0	0	16	2WR-B	E	10
MLN	"Thornburg,T"	67	66	10	0	10	0	0	0*	0	40	13	3.5	16.5	11.9	2.4	3*	0	-3	R(1) C(3)	3- 0	0	14	1WR-C	E	10
BAA	"Tillman,C"	172	26	13	10.5	23.5	21.9	1.2	1	12	15	10	11.6	21.5	23.9	1.8	2	12	-4	S(6)	3-17	0	11	1WR-C	E	10
TEA	"Tolleson,S"	36	5	6	27.6	33.7	53.8	8.4	8	0	22	0	38.6	38.6	48.2	1.8	3	0	-5	R(1) C(4)	3- 0	0	5	1WR-C	E	10
CLA	"Tomlin,J"	174	11	0	13.9	13.9	32.5	3.8	6*	1	11	0	23.5	23.5	42.8	4.3	8	0	-1	S(6)	2-24	0	4	4WR-B	E	12
MNA	"Tonkin,M"	72	25	14	21.8	35.8	66.3	9	8	3	36	6	18.5	24.5	25.7	1.2	2	3	9	R(2)	3- 0	0	15	1WR-D	E	10
MLN	"Torres,C"	82	21	9	10.3	19.3	13.6	0	0	5	34	10	9.6	19.6	25.1	2.4	3*	5	0	R(2) C(1)	2- 0	5	2	1WR-C	E	12
WAN	"Treinen,B"	67	37	15	8.3	23.3	20.3	2.4	5	6	25	12	12.9	24.9	15.4	0	0	12	-2	R(1) C(0)	2-22	0	3	1WR-C	E	10
OAA	"Triggs,A"	56	31	6	22.4	28.4	35.9	0.6	0	5	26	0	13.8	13.8	23.4	1	2	5	-4	S(5) R(3)	3- 0	0	7	1WR-D	E	10
LAA	"Tropeano,N"	68	28	21	18.6	39.7	37.4	3	5	0	26	6	18.9	24.9	39.2	5.8	8	2	-6	S(5)	2-21	0	12	1WR-C	E	10
BOA	"Uehara,K"	47	51	6	3.9	9.9	11.3	2.4	6	2	54	1	11.2	12.2	32.2	4.3	7*	4	-1	R(1) C(3)	4-31	0	4	1WR-C	E	10
MMN	"Urena,J"	84	0	0	29.7	29.7	49.7	3	6	3	25	12	16.6	28.6	32.7	1.4	2	3	-1	S(6) R(3) C(0)	3-17	0	0	2WR-A	E	13
LAN	"Urias,J*"	77	38	13	12.4	25.5	27.2	4.3	5	3	28	11	23.9	34.9	30.6	0	0	4	-3	S(5) R(3)	2-19	0	8	2WL-A	E	12
SDN	"Vargas,C"	34	31	10	19.1	29.1	25.1	0	0	5	2	13	27.7	40.7	57.9	7.8	8	5	-2	S(5)	3- 0	0	0	1WR-C	E	10
PHN	"Velasquez,V"	131	39	10	16.6	26.6	26.8	3.4	4	2	38	8	15.3	23.3	30.7	2.8	4	6	-3	S(6)	3-22	0	4	3WR-A	E	10
KCA	"Ventura,Y"	186	17	14	16	30	28.4	2.8	6	9	15	11	23.5	34.5	30.5	0.4	1	10	0	S(6)	2-39	2	15	3WR-C	E	10
DEA	"Verlander,J"	228	45	7	5.2	12.2	13.4	2.4	4	0	29	4	11.5	15.5	26.3	2.2	4	0	-3	S(7*)	2- 6	0	6	1WR-C	E	10
NYN	"Verrett,L"	92	17	4	22.5	26.5	49.2	2.2	3*	12	9	22	18.4	40.4	42.2	4	7	8	-3	S(5) R(3)	2-16	4	9	1WR-B	E	10
SDN	"Villanueva,C"	74	20	0	16.9	16.9	51.9	7.5	8	5	13	0	28.4	28.4	51.3	4	6	0	0	R(2) C(0)	4- 0	0	5	1WR-B	E	10
SEA	"Vincent,N"	60	27	3	13	16	23.4	2.2	4	4	39	0	12.6	12.6	31.8	4.2	8	1	-4	R(1) C(2)	2- 0	0	0	1WR-C	E	10
ATN	"Vizcaino,A"	39	43	21	5.8	26.9	5.8	0	0	0	29	19	19.6	38.6	25.6	1.2	1	0	-1	R(1) C(4)	3-38	9	15	1WR-C	E	10
PIN	"Vogelsong,R"	82	10	23	17.4	40.4	37.6	2.8	4	4	17	7	13.2	20.1	31.4	1.4	3	4	1	S(5) R(3)	2-51	0	10	1WR-C	E	13
KCA	"Volquez,E"	189	14	12	24.3	36.3	35.7	1.4	2	4	13	9	25.1	34.1	34.9	1.6	4	4	8	S(6)	4- 8	2	5	1WR-C	E	10
SLN	"Wacha,M"	138	18	4	19.1	23.1	33.2	0.8	1	4	17	7	27.1	34.1	45.6	2.2	3	4	0	S(6) R(3)	2-10	0	9	1WR-D	E	12
SLN	"Wainwright,A"	199	19	7	25.8	32.8	39.9	2	3	11	18	5	21.1	26.1	34.6	1.4	2	11	0	S(6*)	2- 0	0	0	7NR-B	E	12
SEA	"Walker,T"	134	26	5	9.2	14.2	28.3	6	8	5	22	5	21.2	26.2	40	2.6	4	4	9	S(5)	3-11	2	6	1WR-C	E	10
KCA	"Wang,C"	53	13	14	14.9	28.9	30.4	2.8	5	6	0	3	35.7	38.7	43.7	0	0	6	2	R(2)	3-27	0	3	1WR-C	E	10
NYA	"Warren,A"	65	23	5	6.8	11.8	16.4	3.2	6	0	17	13	19.5	32.5	33.2	3	4	0	2	R(2)	3-22	0	10	1WR-B	E	10
PIN	"Watson,T*"	68	31	0	11.4	11.4	25.3	2.2	3	12	21	9	7.8	16.8	22	3.2	7	12	1	R(1) C(4)	2-21	0	0	1WL-C	E	10
LAA	"Weaver,J"	178	6	7	25.9	32.8	42.6	4	6	10	6	5	25.1	30.1	45.9	4.3	8	10	7	S(6)	5- 8	3	0	1WR-C	E	10
SLN	"Weaver,L"	36	22	9	34.5	43.5	53.7	3.8	7	0	40	7	19.6	26.6	35.6	3.8	6	0	-2	S(5) R(3)	2-40	0	5	4WR-D	E	10
ATN	"Weber,R"	36	8	0	31.2	31.2	52	3.2	6	8	9	0	22.8	22.8	48.9	4.5	8	12	-2	S(5) R(4)	4- 0	0	5	1WR-C	E	10
SEA	"Wilhelmsen,T"	46	13	17	22.6	39.7	43.6	3.2	5	12	2	9	29.4	38.4	56.4	5.8	8	12	0	R(1) C(0)	3- 0	0	0	1WR-C	E	10
DEA	"Wilson,A"	73	10	7	16.4	23.4	34.3	0.4	0	9	17	2	21.4	23.4	30.1	0.6	0	9	-5	R(2)	4- 0	0	6	1WR-C	E	10
DEA	"Wilson,J*"	59	28	1	31.4	32.3	40.7	1.2	2	6	36	7	13.1	20.1	21.3	1.2	2	7	3	R(1) C(0)	4- 0	0	15	1WL-C	E	10
BAA	"Wilson,T"	94	8	3	26	29	40.4	1.2	1	6	4	4	24.5	28.5	45.3	3.6	7	6	3	S(6) R(3)	3-46	0	4	1WR-C	E	10
ATN	"Wisler,M"	157	9	14	15.8	29.8	27	2.2	4	6	19	0	20.6	20.6	37.7	4.3	7	4	3	S(6) R(3) C(0)	3- 0	2	6	2WR-C	E	14
ATN	"Withrow,C"	38	21	19	3.8	22.8	4.1	0.1	0	1	13	12	10.3	22.3	21.7	3.8	7	1	9	R(1)	3-38	0	5	1WR-C	E	10
MMN	"Wittgren,N"	52	17	0	18.7	18.7	21.1	0.8	1	0	24	0	22.9	22.9	36.8	3	6	0	-3	R(2)	3- 0	0	4	1WR-C	E	10
LAN	"Wood,A*"	60	27	17	20.8	37.8	32.6	0.6	1	3	35	5	15.6	20.6	18.6	1	0	3	-5	S(5) R(3)	3- 0	0	15	3WR-C	E	12
CIN	"Wood,B"	77	31	14	10.1	24.1	24.5	2.8	2	5	30	15	22.2	37.2	33.2	1	1	4	5	R(2) C(0)	5- 0	0	20	1WR-C	E	10
CHN	"Wood,T*"	61	15	12	5	17	13	1	1*	1	16	9	13.9	22.9	34.1	3.2	6*	1	-3	R(1)	3- 0	0	0	2WR-C	E	14
BAA	"Worley,V"	87	14	18	17.5	35.5	26.6	1.8	2	12	8	8	18.3	26.3	27.9	1.8	3	12	-1	S(5) R(3) C(0)	3- 0	0	7	1WR-C	E	10
LAA	"Wright,D"	40	5	0	44.3	44.3	60.3	3	5	10	2	3	34.5	37.5	56.3	3	5	10	1	S(5) R(3)	4- 0	0	10	1WR-B	E	10
BAA	"Wright,M"	75	12	8	31.5	39.5	54.2	3.6	5	8	10	11	15.6	26.5	32	2	3	9	-4	S(5) R(3)	3-19	0	5	1WR-C	E	10
BOA	"Wright,S"	157	17	9	9.3	18.3	13.1	0.6	2	9	21	11	18.1	29.1	22.4	0	0	9	1	S(6)	2-28	0	14	1WR-C	E	13
NYA	"Yates,K"	41	46	9	10.5	19.5	10.5	0	0	0	30	16	23	39.1	35.5	2.2	2	0	9	R(1)	3-35	0	4	1WL-C	E	10
CHA	"Ynoa,M"	30	26	20	8.9	28.9	17.6	0	0*	0	32	15	0	15	0	0	0*	0	-1	R(2)	2-48	0	20	1WR-C	E	10
KCA	"Young,C"	89	13	21	30.5	51.5	77.7	13.8	8	0	35	8	17	25	34.4	5	8	0	9	S(5) R(3) C(0)	2-16	0	6	1WR-C	E	10
BOA	"Ziegler,B"	68	7	8	21.8	29.8	24.4	0	0	12	31	6	18.4	24.4	24.3	0	0	13	-1	R(1) C(4)	3-21	0	2	1WR-C	E	10
DEA	"Zimmermann,J"	105	12	2	19.3	21.3	38	2.4	4	7	7	6	29	35	48.5	1.6	3	7	1	S(6)	2-27	0	6	2WR-C	E	13
