TM	HITTERS	AB	SO vlhp	BB v lhp	HIT v lhp	OB v lhp	TB v lhp	HR v lhp	BP v lhp	CL v lhp	DP v lhp	SO v rhp	BB v rhp	HIT v rhp	OB v rhp	TB v rhp	HR v rhp	BP v rhp	CL v rhp	DP v rhp	STEALING	STL	SPD	B	H	CA	1B	2B	3B	SS	LF	CF	RF	FIELDING
PIN	"McCutchen,A"	598	20	14	12.5	28.5	24	3	6	0	19	22	12	20.5	34.5	32.5	2.6	5	0	19	"6,7/8 (13-5)"	D	14	D	C							303		cf-3(0)e3
PIN	"Mercer,J"	519	4	17	22.1	41.1	34.5	2.2	4	-8	16	8	6	22.7	30.7	27.5	0.2	0	-9	19	3/12 (13-5)	E	12	B	B					310				ss-3e10
KCA	"Merrifield,W"	311	24	5	35.3	40.3	57.7	0	w	-3	1	24	4	26.1	30.1	39.6	1.8	w	-3	1	"*4,6/- (17-11)"	B	15	B	B		320	211	347		312		312	2b-2e11 lf-3(+1)e12 3b-3e47 rf-3e12 1b-3e20
TBA	"Miller,B*"	548	32	13	16.2	30.2	27.7	1.8	3	2	5	29	7	17.8	25.8	42.6	5.4	8	2	6	"5,6/12 (13-9)"	C	13	D	C		419			423	425			ss-4e23 1b-4e19 lf-4(0)e25
SLN	"Molina,Y"	534	4	6	30.2	38.2	36.1	0.4	0	4	32	0	6	32.6	40.6	51.1	2.5	w	4	31	5/- (13-6)	D	8	D	B	201	425							"c-2(-3)e1,T-2(pb-1) 1b-4e25"
KCA	"Mondesi,R+"	135	46	15	0.6	18.6	1.9	0	w*	0	8	49	0	11.9	14.9	24.1	0.6	1	3	11	*2-6/- (19-15)	B	17	A	D			212		276				2b-2e12 ss-2e76
CHN	"Montero,M*"	241	20	0	11.4	14.4	11.4	0	w	-2	30	24	19	10.8	32.8	19.5	2.2	5	-1	24	2/- (20-6)	E	10	D	C	403								"c-4(+2)e3,T-12(pb-0)"
KCA	"Morales,K+"	558	19	2	34	39	55.9	5.9	8	2	29	20	10	13.4	26.5	27.7	4	8	2	27	-/- (---)	E	9	D	C		405						416	1b-4e5 rf-4(+2)e16
TEA	"Moreland,M*"	460	32	3	17.3	24.3	34.3	4.4	8	-6	10	26	5	15.1	24.1	28.9	3.4	5	-6	12	2/- (20-6)	E	9	D	D		103							1b-1e3
CHA	"Morneau,J*"	203	27	0	31.1	32.1	37.4	1.8	3	-10	19	30	4	24.3	29.3	40	1.5	2	-9	22	-/- (---)	E	9	D	D									
TBA	"Morrison,L*"	353	28	11	23.3	37.3	36.6	0.8	0	5	8	25	10	15	28.1	27.3	3	5	6	8	"4,6/- (13-6)"	C	13	D	D		308							1b-3e8
SLN	"Moss,B*"	413	45	0	18.9	21.9	31.8	2.2	3	-3	17	44	10	13.2	26.2	44.3	9.2	8*	0	15	2/- (20-6)	E	11	D	D		415				406		406	1b-4e15 lf-4(+1)e6 rf-4e6
KCA	"Moustakas,M*"	104	0	2	22.7	24.7	52.5	5	8	-1	33	4	10	15.5	25.5	44.2	8.3	8	-1	30	"2-8,12/- (3-1)"	E	11	D	D				313					3b-3e13
OAA	"Muncy,M*"	113	18	0	10.6	10.6	10.6	0	w	-3	21	17	23	6.3	29.3	6.3	0	0	-3	15	-/- (---)	E	12	D	C			410	465		403		403	2b-4e10 rf-4(-1)e3 3b-4e65 lf-4e3
WAN	"Murphy,D*"	531	0	0	35.7	38.7	61.4	3.6	6	5	9	0	0	39	42	66	4.2	8	5	9	"4,5/- (13-6)"	D	12	D	B		410	413	465					2b-4e13 1b-4e10 3b-4e65
SDN	"Myers,W"	599	30	14	17.5	32.5	30.7	4	6	4	16	26	14	18.8	33.8	34.4	2.8	5	4	17	*2-5/- (19-13)	A	15	D	C		203		531		406		306	1b-2e3 rf-3(+1)e6 lf-4e6 3b-5e31
CLA	"Napoli,M"	557	42	22	17.5	41.5	30	2.6	3	-5	12	41	16	10.3	28.3	28	5.4	8	-1	22	3/- (17-6)	D	11	D	D		322							1b-3e22
CLA	"Naquin,T*"	321	20	5	23.2	31.2	28	0	w	-14	12	47	11	27.4	41.4	47.6	3.2	5	-13	6	*4-6/- (15-11)	C	15	D	D							404	404	cf-4(-2)e4 rf-4e4
CHA	"Narvaez,O*"	101	0	27	23	50	36.9	3.3	6	5	3	5	12	22.6	34.7	24.6	0	w	6	5	-/- (---)	E	8	D	C	305								"c-3(+1)e5,T-6(pb-0)"
KCA	"Nava,D+"	130	48	19	7.9	34.9	7.9	0	w	0	11	21	5	15.8	28.8	23.6	1.5	w	0	16	-/- (---)	E	11	D	D		416				304		404	lf-3(+2)e4 1b-4e16 rf-4e4
TOA	"Navarro,D+"	304	21	5	13.9	19.9	27.8	2	2	8	15	25	6	11.8	18.8	23.8	2.8	w	7	15	"4,6/9,10 (13-3)"	E	8	D	C	408								"c-4(+1)e8,T-12(pb-1)"
MLN	"Nieuwenhuis,K*"	335	50	21	2.2	24.2	8.4	2	1*	0	20	51	21	9.3	31.3	22.1	2.6	2	0	14	"*2-7,9/8,10,11 (15-7)"	D	13	D	D						305	305	305	cf-3(-1)e5 rf-3e5 lf-3e5
SDN	"Norris,D"	415	25	11	10.1	23	17	1.9	2	-5	17	49	6	7.6	15.6	17.3	2	3*	0	18	"*4,5/- (18-11)"	B	12	D	D	203	525							"c-2(+1)e3,T-10(pb-3) 1b-5e25"
SFN	"Nunez,E"	553	5	2	23.4	27.4	37.5	4	7	-2	12	10	2	29.7	33.7	39.2	0.8	1	-2	12	"*2-5,11,12/- (19-15)"	AA	15	C	C			471	311	419				3b-3e11 ss-4e19 2b-4e71
TEA	"Odor,R*"	605	24	0	25.6	26.6	43.7	4	6	-8	8	23	0	24.2	25.2	47.7	5	8	-8	8	*6-9/- (15-12)	B	15	B	D			425						2b-4e25
SEA	"O'Malley,S+"	210	26	0	21.1	24.1	34.5	2	w	2	22	38	15	12.4	30.5	20.6	1.6	w	2	17	"*5,6/- (17-12)"	B	15	A	D			330	416	410	305	305	305	ss-4e10 lf-3(+1)e5 2b-3e30 rf-3e5 3b-4e16 cf-3e5
KCA	"Orlando,P"	457	24	0	32.1	35.1	48.1	1.4	3	-3	21	24	0	32.2	35.2	39.5	0.6	w	-3	21	"*4,5/- (18-12)"	B	15	C	C							206	206	rf-2(-2)e6 cf-2e6
LAA	"Ortega,R*"	185	18	0	14.7	14.7	14.7	0	w	6	29	0	6	19	25	26.6	1.2	w	6	27	*4-6/- (18-13)	B	15	C	B						310	310	310	lf-3(-1)e10 cf-3e10 rf-3e10
BOA	"Ortiz,D*"	537	4	15	30.6	46.7	46.8	3	6	-3	26	9	14	29	44	72.4	10	8	-3	24	2/- (20-6)	E	8	D	C		524							1b-5e24
ARN	"Owings,C"	437	9	0	32.4	34.4	52	0.5	0	9	18	19	0	24.8	26.8	45	2	w	9	18	"*4,6/- (19-13)"	A	15	C	C			306		420		405		ss-4e20 cf-4(0)e5 2b-3e6
MMN	"Ozuna,M"	557	13	1	27.4	30.4	65	10.7	8	-5	17	17	9	21.5	32.5	32.5	1.8	4	-4	15	"2-5,11,12/- (3-1)"	E	13	D	C						306	306	306	cf-3(-3)e6 lf-3e6 rf-3e6
SFN	"Pagan,A+"	495	3	0	23.5	23.5	34.5	3.2	7	-2	21	4	12	25.5	37.5	43	2.8	w	-1	18	"*4,5/- (18-11)"	B	15	D	C						308	408		lf-3(+2)e8 cf-4e8
SFN	"Panik,J*"	464	0	8	16.8	26.8	25.4	0	w	3	24	0	10	17	29	29.7	1.8	3	3	24	2/- (20-6)	C	13	C	B			106						2b-1e6
PHN	"Paredes,J+"	158	0	2	6.5	8.5	6.5	0	w	6	0	60	0	18	18	36.6	3.4	4	6	0	"2-6,9/- (3-1)"	E	12	D	C			571	465		506		506	rf-5(0)e6 lf-5e6 2b-5e71 3b-4e65
MNA	"Park,B"	215	39	16	7.6	28.6	22	2.2	3*	0	12	50	9	7.1	21	23.7	4.8	8*	0	15	2/- (20-6)	E	12	D	D		407							1b-4e7
SFN	"Parker,J*"	127	51	7	6.7	21.6	13.1	2	4	-3	16	35	20	16.5	44.5	27	2.8	6	-8	10	"2-6,12/- (3-1)"	E	14	D	D						303	403	303	rf-3(+2)e3 lf-3e3 cf-4e3
CON	"Parra,G*"	368	14	0	24.9	25.9	33.5	0	0	4	34	19	0	20.6	21.6	35.7	1	0	4	34	*2-6/12 (15-10)	C	13	B	C		413				311	411	311	lf-3(-2)e11 1b-4e13 rf-3e11 cf-4e11
BAA	"Pearce,S"	264	22	19	27.1	48.1	58.5	9.3	8	-7	10	12	13	25.5	40.6	35.7	1.8	3	-7	13	4-8/- (3-1)	E	12	D	D		315	412	465		408		408	1b-3e15 2b-4e12 lf-4(+3)e8 rf-4e8 3b-4e65
LAN	"Pederson,J*"	406	37	22	3.9	27.9	9.3	0.8	0*	0	7	37	17	15.9	35	39	5.4	7	5	8	6/- (15-6)	C	13	B	D							203		cf-2(-1)e3
BOA	"Pedroia,D"	633	0	20	28	47.9	30.6	0.6	1	-6	25	0	9	34.9	43.9	45	1	0	-7	28	7/- (13-6)	C	13	D	B			106						2b-1e6
SFN	"Pence,H"	395	23	11	18.6	29.6	42.7	6	8	-2	19	23	14	29.4	43.4	37.5	0.6	1	-2	18	3/12 (13-5)	E	14	D	C								300	rf-3(-1)e0
LAA	"Pennington,C+"	172	56	0	0	0	0	0	w*	0	19	39	8	18.2	26.2	23.4	0.5	0	-10	17	2/- (20-6)	E	12	A	D		425	204	331	214				2b-2e4 ss-2e14 1b-4e25 3b-3e31
ARN	"Peralta,D*"	171	44	0	15	19	34.8	1.8	3	-3	18	22	0	24.3	28.3	42.1	1	1	-10	18	3/- (20-6)	D	14	D	D							402	302	rf-3(-1)e2 cf-4e2
SLN	"Peralta,J"	289	21	6	22.8	29.8	31.5	1.3	2	-12	18	12	6	24.1	31.1	36.1	1.3	2	-12	20	-/- (---)	E	10	D	D				410	410				3b-4e10 ss-4e10
CIN	"Peraza,J"	241	0	0	34.8	38.8	44	0.2	0	-12	8	5	0	40	44	48.8	2.3	w	-12	8	*3-7/- (17-15)	A	17	C	B			320		312	405	405		ss-3e12 cf-4(+2)e5 2b-3e20 lf-4e5
LAA	"Perez,C"	268	11	4	12.3	17.3	14.1	0.6	0	8	20	15	1	14.5	16.5	23.6	0.2	0	8	21	2/- (20-6)	E	10	A	B	202	425							"c-2(-2)e2,T-5(pb-1) 1b-4e25"
MLN	"Perez,H"	404	26	0	25.5	25.5	44.3	2.7	4	6	14	23	2	25.9	27.9	32.8	1.2	2	6	13	*2-6/- (19-15)	AA	16	C	C		416	341	331	424	409	409	409	3b-3e31 rf-4(+1)e9 2b-3e41 cf-4e9 1b-4e16 ss-4e24 lf-4e9
CLA	"Perez,R"	153	32	11	13.1	24	24.2	2.5	3	6	18	30	25	2.5	27.5	9	1.6	w*	0	15	-/- (---)	E	10	A	C	101								"c-1(-4)e1,T-10(pb-3)"
KCA	"Perez,S"	514	23	0	18.9	21.9	45.2	8.8	8	-8	18	24	0	20.8	23.8	36.4	1.6	3	-7	15	-/- (---)	E	9	D	D	101	530							"c-1(-5)e1,T-6(pb-2) 1b-5e30"
ATN	"Peterson,J*"	350	22	11	23.4	35.4	23.4	0	w	-13	18	13	18	20.1	39.1	26.9	0.8	1	-12	16	"*2-5,11,12/9 (15-6)"	C	13	C	C			323	437		425	425		2b-3e23 lf-4(+2)e25 3b-4e37 cf-4e25
LAA	"Petit,G"	204	37	10	15.6	26.6	28.3	3	w	-6	21	22	4	25	30	40.2	1.5	w	-9	26	7/11 (13-5)	E	12	D	D			325	428	319	425		425	2b-3e25 ss-3e19 lf-4(+2)e25 3b-4e28 rf-4e25
SLN	"Pham,T"	159	54	16	8.9	29	24.8	4.6	8	0	9	55	13	13.3	30.3	28.8	3.8	7	-4	4	2-6/8 (13-7)	D	14	D	D						203	403	303	cf-4(0)e3 lf-2e3 rf-3e3
CIN	"Phillips,B"	550	2	0	22.4	25.4	40	1.6	w	6	26	1	0	32.5	35.5	43	1.4	1	6	26	"*2-6,9/- (15-12)"	B	14	C	B			217						2b-2e17
ATN	"Pierzynski,A*"	247	0	0	0	3	0	0	w*	0	33	4	0	18.9	21.9	33.6	2	w	8	33	2/- (20-6)	E	8	D	C	410								"c-4(+2)e10,T-1(pb-2)"
TOA	"Pillar,K"	548	9	0	27.5	29.5	47.8	3	w	13	20	10	3	23	28	37.8	2.5	w	12	19	"*2-5,12/- (16-12)"	B	15	B	C							107		cf-1(-1)e7
SLN	"Piscotty,S"	582	10	17	21.8	42.8	42.3	3.5	7	9	17	24	6	21.4	31.4	33.9	2	3	11	20	"4,6/12 (13-6)"	C	12	D	D		413					404	204	rf-2(-1)e4 cf-4e4 1b-4e13
NYN	"Plawecki,K"	132	26	2	15.9	20.9	20.9	1.6	1	6	11	22	18	7	28	11.4	0	w	5	8	-/- (---)	E	9	D	D	208								"c-2(+1)e8,T-7(pb-0)"
MNA	"Plouffe,T"	319	31	12	14.6	27.6	32.8	3.5	7	-1	24	9	2	24.2	27.2	32.3	2	3	-3	25	2/- (20-6)	E	10	D	C		413		317					3b-3e17 1b-4e13
PIN	"Polanco,G*"	527	40	10	17.9	27.8	38.1	4.3	8	-4	17	19	8	21.1	29.1	38.8	2.8	4	-4	25	"*2-5,12/- (17-12)"	B	15	C	C						208	308	208	rf-2(-3)e8 lf-2e8 cf-3e8
MNA	"Polanco,J+"	245	33	1	27.5	31.5	48.7	1.4	2	7	12	8	6	26	35	42.5	2.3	w	7	11	"*2-6,11,12/10 (15-8)"	C	13	D	C			334	456	440				ss-4e40 3b-4e56 2b-3e34
SFN	"Posey,B"	539	0	18	27.5	46.6	40.8	2.3	5	1	22	1	10	25	36.1	33.9	0.6	1	1	24	3/- (17-6)	C	11	D	B	101	315							"c-1(-3)e1,T-5(pb-0) 1b-3e15"
MMN	"Prado,M"	600	0	14	44.4	59.4	65.6	1.5	w	10	28	0	6	26.6	33.6	41.1	3	w	11	31	4/12 (13-5)	E	12	D	B				210					3b-2e10
DEA	"Presley,A*"	121	18	13	16	31	18.4	0	w	2	11	18	5	8.4	15.3	15.6	2.4	1	2	12	2-12/- (3-1)	E	13	D	D						406	406	406	lf-4(+1)e6 rf-4e6 cf-4e6
TEA	"Profar,J+"	272	22	3	10.1	15.1	10.1	0	w	-2	28	20	15	19	36	26.4	1	1	-2	26	6/- (13-6)	D	12	C	C		413	321	337	216	416			3b-3e37 2b-3e21 1b-4e13 ss-2e16 lf-4(0)e16
LAN	"Puig,Y"	334	21	4	20.8	28.8	37.8	3.5	5	1	21	18	7	24	35	30.5	1	1	1	19	"4,6/- (14-6)"	C	13	D	D						308	408	208	rf-2(-5)e8 lf-3e8 cf-4e8
LAA	"Pujols,A"	593	0	0	25.1	26.1	44.5	6.4	8	4	33	2	9	22	32	34.4	3.8	6	4	29	2/- (20-6)	D	9	D	B		412							1b-4e12
CON	"Raburn,R"	223	31	25	12.3	39.3	33	3.4	4*	0	15	54	8	12	22	19.3	1.6	2	-6	16	-/- (---)	E	12	D	D		430				409		409	lf-4(-1)e9 1b-4e30 rf-4e9
TBA	"Ramirez,A"	478	10	0	30.8	32.8	44.6	1.6	w	8	15	0	0	16.5	18.5	29.8	3	w	8	15	"*2-7,12/8,9 (15-7)"	D	13	D	C			317		419			425	ss-4e19 rf-4(+1)e25 2b-3e17
BOA	"Ramirez,H"	549	16	10	33.9	46.9	70.7	9.5	8	-2	22	20	12	20	35	31.4	2.8	5	-1	20	7/- (15-6)	C	13	D	C		405							1b-4e5
CLA	"Ramirez,J+"	565	0	7	30.3	39.3	43.9	0.9	0	11	16	0	6	31.2	39.2	43.4	0.2	0	11	16	"*2-5,12/- (17-12)"	A	17	D	C			239	208	330	304			3b-2e8 lf-3(0)e4 2b-2e39 ss-3e30
WAN	"Ramos,W"	482	2	5	32.3	38.3	64.9	10	8	3	26	10	6	29.9	36.9	42.7	2.4	3	3	25	-/- (---)	E	9	D	B	201								"c-2(-4)e1,T-7(pb-4)"
HOA	"Rasmus,C*"	369	44	13	1.4	14.4	5.3	1.3	1*	0	19	41	14	13.5	27.5	23.7	3.3	5	4	16	4/- (16-6)	C	13	B	D						200	300	300	lf-2(-3)e0 cf-3e0 rf-3e0
MMN	"Realmuto,J"	509	28	0	24	26	35.4	0.4	1	-10	21	12	4	34.8	40.8	43.5	0.8	2	-10	18	"*4,5/- (17-11)"	B	14	D	D	202								"c-2(-2)e2,T-16(pb-2)"
LAN	"Reddick,J*"	398	15	6	15.3	21.3	15.3	0	w	-12	19	2	8	32.5	40.5	43.3	1.8	3	-14	18	*7/- (17-6)	A	15	D	C								210	rf-2(-3)e10
HOA	"Reed,A*"	122	53	17	0	17	0	0	w*	0	2	52	19	5.8	24.8	9.7	1.3	1	-2	2	-/- (---)	E	9	D	D		413							1b-4e13
NYA	"Refsnyder,R"	152	19	16	25	42	34.8	0	w	-9	20	12	10	19	30	22.3	0	w	-10	26	"4,6/- (13-6)"	D	13	D	C		424	471	441		406		406	rf-4(+2)e6 1b-4e24 2b-4e71 lf-4e6 3b-4e41
BAA	"Reimold,N"	203	38	12	10.2	23.2	16	0	0	-3	23	33	14	18.4	33.4	28.4	2.2	4	-11	27	2-5/9-12 (13-4)	E	13	D	D						303	403	303	lf-3(0)e3 rf-3e3 cf-4e3
WAN	"Rendon,A"	567	10	25	20.1	48.1	39.6	1.5	w	-2	6	16	11	21.7	35.7	36.6	3	4	-3	8	"*2-5,11,12/- (15-11)"	B	15	D	C				110					3b-1e10
WAN	"Revere,B*"	350	0	2	11.2	15.2	18.8	0.8	1	10	26	0	1	13.9	16.9	23.3	0.6	w	11	27	"*2-5,11,12/- (18-13)"	B	16	B	B						204	204		cf-2(+3)e4 lf-2e4
NYN	"Reyes,J+"	255	3	14	32.3	46.3	54.7	3.5	5	1	10	19	5	21.7	26.7	34.8	1.5	1	1	12	"*5,6/- (18-12)"	B	15	D	C				220	412				3b-2e20 ss-4e12
CON	"Reynolds,M"	393	29	13	19.4	34.4	23.7	0.5	0	2	15	31	12	24.4	38.3	40.1	2.5	4	2	13	6/9 (13-3)	E	11	D	C		211	541						1b-2e11 2b-5e41
BAA	"Rickard,J"	257	10	8	32.6	42.6	47.2	2	3	-8	7	23	5	22	29	31.6	2.3	w	-8	7	5/- (16-6)	C	15	C	C						204	304	204	rf-2(0)e4 lf-2e4 cf-3e4
NYN	"Rivera,R"	185	33	22	19.5	44.5	38.2	1.2	1	-1	15	33	2	13.9	19	20.5	2.2	3	-1	20	-/- (---)	E	8	C	C	201	416							"c-2(-2)e1,T-4(pb-2) 1b-4e16"
NYN	"Rivera,T"	105	35	0	28.4	30.4	28.4	0	w	-4	14	0	0	44.7	46.7	65.5	3.3	5	-4	15	-/- (---)	E	11	D	B		405	306	365					2b-3e6 3b-3e65 1b-4e5
CHN	"Rizzo,A*"	583	5	12	19.9	37.9	39.3	3.8	7	1	16	16	12	25.9	43.9	51.8	5	8	1	15	6/9 (13-4)	D	12	D	C		107							1b-1e7
WAN	"Robinson,C*"	196	9	5	19.6	26.6	19.6	0	w	5	22	17	11	14.3	27.3	18.8	1.5	3	5	19	-/- (---)	E	10	D	C		409				511			1b-4e9 lf-5(+2)e11
NYA	"Rodriguez,A"	225	34	7	11.8	19.8	23.4	2.2	3	3	16	38	3	9.6	13.6	18	2.8	3	3	17	3/- (20-6)	C	9	D	D									
PIN	"Rodriguez,S"	300	38	21	21.3	45.3	39.5	3.5	7	-5	7	41	8	21.5	32.5	46.7	6.6	8	-6	17	5/- (13-6)	E	13	C	D		208	308	324	333	310	410	310	1b-2e8 2b-3e8 ss-3e33 rf-3(0)e10 3b-3e24 lf-3e10 cf-4e10
MMN	"Rojas,M"	194	0	0	27.4	28.4	36.3	0	0	-5	34	6	5	19.5	25.5	26	0	w	-5	32	"4,6/- (13-6)"	D	13	B	B		315	206	217	228				ss-2e28 2b-2e6 1b-3e15 3b-2e17
CHA	"Rollins,J+"	149	13	10	36	46	58.9	2.7	5	-10	8	22	12	12.3	24.3	21.5	1.6	w	-4	7	*3-6/- (16-12)	B	13	D	D					410				ss-4e10
NYA	"Romine,Au"	165	7	0	23.9	23.9	36.7	1.8	2	6	34	27	0	16	16	34.5	3	w	6	34	2/- (20-6)	E	10	D	D	301	408							"c-3(0)e1,T-5(pb-1) 1b-4e8"
DEA	"Romine,An+"	174	1	6	24.2	35.2	24.2	0	w	-9	23	26	5	18.4	28.4	32.2	3	w	-9	23	*7/- (20-12)	B	14	B	C		311	210	211	214		413	413	3b-2e11 cf-4(+2)e13 ss-2e14 1b-3e11 2b-2e10 rf-4e13
SDN	"Rosales,A"	214	45	22	11.1	34.1	30.6	4.3	7	0	10	59	11	13.1	25.1	37.7	4.5	8*	0	6	4/- (20-6)	C	14	D	D		405	329	323	325	416			3b-3e23 2b-3e29 ss-3e25 lf-4(+1)e16 1b-4e5
MNA	"Rosario,E*"	335	35	0	28.6	29.6	29.2	0	w	-15	14	32	0	27	28	43.7	2.8	4	-14	14	"*4,5/- (16-6)"	C	13	C	D						308	308		lf-3(-1)e8 cf-3e8
CHN	"Ross,D"	166	35	25	16.9	41.9	33.2	5.4	8	1	8	39	16	9.3	25.3	23.8	3.8	6*	0	11	"2-5,11,12/- (3-1)"	E	9	B	C	304								"c-3(-2)e4,T-16(pb-0)"
TEA	"Rua,R"	240	26	5	25.3	35.3	31.2	1.3	2	-12	27	46	9	18.3	32.3	26.4	2	3	-11	15	*6/- (20-12)	B	14	D	D		309		426		304	404	304	lf-3(-1)e4 1b-3e9 cf-4e4 rf-3e4 3b-4e26
LAN	"Ruiz,C"	201	8	21	21.3	47.3	25	1.3	1	-9	11	7	13	22.6	40.6	30.5	1.5	w	-10	13	6/- (15-6)	C	9	D	D	409								"c-4(-2)e9,T-4(pb-0)"
PHN	"Rupp,C"	389	37	3	31.9	37.8	64.8	4.3	7	7	16	33	5	17.5	25.5	32.3	2.8	3	7	25	2/- (20-6)	E	9	D	D	403								"c-4(-1)e3,T-7(pb-0)"
CHN	"Russell,A"	525	27	16	10.4	31.4	26.8	4.2	7*	0	15	25	8	18.3	31.3	29.4	1.8	2	0	16	3/- (17-6)	D	13	D	D					116				ss-1e16
CHA	"Saladino,T"	298	12	5	33	40	48.2	2.8	w	5	30	22	0	25.2	27.2	34.2	2	2	6	31	"*2-5,11,12/- (17-13)"	B	14	D	C		413	304	250	322	425			2b-3e4 ss-3e22 3b-2e50 1b-4e13 lf-4(+1)e25
DEA	"Saltalamacchia,J+"	246	57	16	2.7	18.6	9.1	1.6	2*	0	2	55	23	3.7	26.7	14.8	3.7	6*	0	2	-/- (---)	E	9	D	D	401	530							"c-4(+2)e1,T-8(pb-0) 1b-5e30"
CHA	"Sanchez,C+"	154	26	0	4.3	5.3	6.6	0.8	1	6	16	37	0	16.8	17.8	33.5	1.1	2	6	16	4-8/- (3-1)	E	14	B	D			215	320	312				2b-2e15 3b-3e20 ss-3e12
NYA	"Sanchez,G"	201	46	20	15.1	37.1	53.6	12.3	8*	0	9	25	11	29.4	42.3	67.3	10	8	-8	16	2/- (20-6)	E	10	D	D	304								"c-3(-3)e4,T-9(pb-7)"
MNA	"Sano,M"	437	50	21	12.1	33.1	32.2	4.4	8*	0	8	56	14	14.3	28.3	31.2	4.2	7	-3	10	2/- (20-6)	E	9	D	D				559				514	3b-5e59 rf-5(0)e14
CLA	"Santana,C+"	582	0	15	22.2	38.2	28.2	0.5	0	-8	21	12	25	12.9	38.9	35.3	5.8	8	0	18	5/- (14-6)	D	13	D	C		413							1b-4e13
MLN	"Santana,Da"	246	35	19	25.8	46.8	41.3	3	5	5	10	51	15	13.9	31	26.4	2.5	4	5	12	"5,6/8 (13-4)"	D	13	D	D						405	405	305	rf-3(-1)e5 lf-4e5 cf-4e5
MNA	"Santana,Do+"	233	32	0	3.3	4.3	6.3	0	w*	0	0	24	2	26.6	29.6	39.8	2.3	w	-9	0	"*2-9,11/10,12 (15-9)"	C	14	B	D			453	465	440	309	309	309	cf-3(0)e9 lf-3e9 rf-3e9 ss-4e40 2b-4e53 3b-4e65
SDN	"Sardinas,L+"	180	28	1	28.8	30.8	39.2	2.1	3	6	13	34	1	14.9	17	26.5	3.2	w	6	13	"*2-6,11/- (15-12)"	C	14	B	D		425	305	419	226	416			ss-2e26 3b-4e19 2b-3e5 lf-4(+2)e16 1b-4e25
TOA	"Saunders,M*"	490	39	9	20.8	31.8	52.4	7.8	8	-4	19	37	14	18.5	34.5	33.9	2.5	4	-6	19	5/9 (13-3)	E	11	C	D						403		403	lf-4(0)e3 rf-4e3
CIN	"Schebler,S*"	257	9	6	10.8	21.8	24.1	1.8	1	3	16	26	3	24.8	32.8	38.6	3	2	3	17	"2-6,11/7-9,12 (13-4)"	D	13	D	C						308	408	308	rf-3(-1)e8 cf-4e8 lf-3e8
SDN	"Schimpf,R*"	276	66	10	5.8	22.8	23.2	5.8	8*	0	5	41	18	12	37	39	7	8*	0	4	6/12 (13-5)	E	13	D	D			415	315		406			2b-4e15 3b-3e15 lf-4(+2)e6
BAA	"Schoop,J"	615	29	0	19.7	22.7	32.5	1.8	3	-2	21	19	0	25.3	28.3	42	3	5	-2	21	5/9 (13-3)	E	13	D	D			208						2b-2e8
LAN	"Seager,C*"	627	27	6	23.9	30.9	40.5	2	2	-9	16	16	6	36.1	43.1	54.2	3.4	5	-11	16	6/11 (13-5)	D	13	D	C					319				ss-3e19
SEA	"Seager,K*"	597	16	7	16.1	26.1	33.6	4.3	7	-5	23	10	12	29	44	47.3	3.3	6	-8	22	3/- (15-6)	D	12	D	D				123					3b-1e23
ARN	"Segura,J"	637	22	6	25.6	35.6	38.3	1.2	1	-11	8	3	4	37	45	53.3	1.8	3	-11	8	"*2-5,11,12/- (18-13)"	A	16	C	C			111		310				2b-1e11 ss-3e10
OAA	"Semien,M"	568	23	4	20.1	24.1	47.2	8.6	8	0	19	26	12	15.6	27.6	28.8	2.6	4	0	17	*5/- (19-6)	B	14	D	D					322				ss-3e22
BOA	"Shaw,T*"	480	34	1	11.8	13.8	29.9	3.2	7*	0	20	31	9	19.8	29.8	33.6	1.6	4	2	18	4/- (17-6)	C	12	D	D		207		327		516			3b-3e27 1b-2e7 lf-5(+2)e16
CHA	"Shuck,J*"	224	0	5	23.9	29.9	25.6	0	w	-11	23	0	1	14.3	16.3	19.6	0.9	0	-9	24	"*2-6,9/7 (15-7)"	C	14	C	B						306	406	306	cf-4(0)e6 lf-3e6 rf-3e6
LAA	"Simmons,A"	448	0	7	30.2	38.2	46.5	2	w	-1	29	0	4	28.5	33.5	37.8	1.8	w	-1	30	*4/- (19-6)	B	14	D	B					114				ss-1e14
ATN	"Smith,M*"	189	34	11	4.6	17.5	7.3	0	w	6	10	23	11	21.3	34.3	34.2	0.6	1	6	10	*2-12/- (15-13)	B	17	B	D						203	203	203	cf-2(-1)e3 lf-2e3 rf-2e3
SEA	"Smith,S*"	378	16	5	8.3	18.3	13.8	0	w*	0	23	23	15	18	38	28	2.8	5	1	16	-/- (---)	E	11	D	B						402		402	rf-4(0)e2 lf-4e2
TOA	"Smoak,J+"	299	37	12	11	24	15.8	1.6	3	-7	20	52	17	11	29	22.8	3.4	6	-4	9	2/- (20-6)	E	9	D	D		206							1b-2e6
OAA	"Smolinski,J"	290	0	8	23.5	36.5	36.2	3.2	7	-11	26	14	3	16.1	24.1	23.9	2.2	w	-11	28	"4,6/9,10 (13-3)"	E	12	D	D						202	302	202	cf-3(-1)e2 rf-2e2 lf-2e2
SDN	"Solarte,Y+"	405	10	8	22.5	33.5	37.2	1.4	2	4	12	8	4	26.1	33.2	39.5	2.5	5	4	12	4/12 (13-5)	E	11	D	B		425	430	417					3b-4e17 2b-4e30 1b-4e25
