TM	PITCHERS	IP	SO vlhp	BB vlhp	HIT v lhp	OB v lhp	TB v lhp	HR v lhp	BP v lhp	DP vlhp	SO v rhp	BB v rhp	HIT v rhp	OB v rhp	TB v rhp	HR v rhp	BP v rhp	DP v rhp	HO	ENDURANCE	FIELD	BK	WP	BAT-B	STL	SPD
TOA	"Osuna,R"	64	49	0	9.6	9.6	9.6	0	0	8	50	0	7.2	7.2	13	0	0	8	4	R(1) C(5)	3- 0	0	15	1WR-C	E	10
CLA	"Otero,D"	60	8	0	27.8	27.8	37.4	1.8	3	12	11	0	17.2	17.2	21.7	0.6	0	12	1	R(2)	2-24	0	0	1WR-C	E	10
CON	"Ottavino,A"	53	39	21	9.1	30.1	26.8	5.8	8*	0	26	28	14.4	42.4	20	0.6	0	3	9	R(1)	3-51	0	20	1WS-C	E	10
SEA	"Pagan,E"	50	39	0	18.8	18.8	47.5	6	8	0	37	1	7.3	8.3	9.7	0.8	1	0	-1	R(2)	5- 0	0	4	1WL-C	E	10
LAA	"Parker,B"	67	43	1	4.2	5.2	10.4	1	1*	10	59	9	3.7	12.7	10.4	1.6	3*	1	7	R(1) C(3)	4- 0	0	15	1WR-C	E	10
SEA	"Paxton,J*"	136	28	1	11.9	12.9	12.9	0	0	2	41	6	14.5	20.5	19.7	0	0	2	-2	S(6)	3- 0	3	20	1WL-C	E	10
SEA	"Pazos,J*"	54	47	6	14.5	20.5	15.1	0.2	0	0	31	17	16.5	33.5	30.5	3	5	0	9	R(1)	5- 0	6	16	1WR-C	E	10
HOA	"Peacock,B"	132	36	15	13.3	28.4	23.7	1.8	3	0	40	13	6	18.9	10.3	0	0	0	0	S(5) R(3)	2-11	3	10	4WR-D	E	10
CHA	"Pelfrey,M"	120	11	15	12.3	27.3	34.9	5	8	8	7	14	19.3	33.3	30.7	2.6	3	10	9	S(5) R(3)	5- 0	0	1	1WR-C	E	10
CHN	"Pena,F"	34	28	27	6.8	33.8	18.6	2.8	6	0	27	3	24.5	27.5	58.1	6.2	8	0	4	R(2)	3- 0	0	18	1WR-C	E	10
MLN	"Peralta,Wi"	57	22	16	30.5	46.5	57.1	3	3	0	16	15	22.7	37.7	43.3	2.2	4	1	-1	S(5) R(3)	3- 0	0	17	3WR-C	E	10
CIN	"Peralta,Wa*"	65	22	17	11.9	29	21.1	1.2	0	11	24	5	14.9	19.9	27.9	2.6	5	10	-3	R(1)	3- 0	0	14	1WL-C	E	10
SDN	"Perdomo,L"	164	5	9	25.8	34.8	35.2	0	0	12	19	11	17.9	28.9	29.7	2.4	3	12	0	S(6)	4- 8	4	14	1WR-A	E	14
TEA	"Perez,M*"	185	25	2	21.3	23.3	27.8	0.4	0	13	4	8	24.8	32.8	37.7	2.2	3	12	-6	S(6)	2-16	0	4	1WL-C	E	10
WAN	"Perez,O*"	33	37	7	14.9	21.9	28.5	0.2	0	3	38	8	20.2	28.2	42	3.2	6	0	4	R(1) C(0)	3- 0	10	6	1WL-C	E	10
MMN	"Peters,D*"	31	0	27	33.6	60.7	43	0	0	8	26	18	15.9	33.8	21.6	1.6	3	7	-2	S(5)	2- 0	0	20	1WL-C	E	10
LAA	"Petit,Y"	91	25	0	17.4	17.4	20.7	0.4	0	0	48	0	6.6	6.6	13.1	1.8	2	0	2	R(2) C(3)	3-16	0	0	1WR-C	E	10
SEA	"Phelps,D"	56	38	5	21.5	26.5	32	2.2	4	4	29	21	10.9	31.9	13.7	0	0	5	1	R(1)	4- 0	0	0	1WR-C	E	10
NYA	"Pineda,M"	96	29	5	18.5	23.5	32.8	4	4	4	19	1	25	26	39.8	4	5	4	1	S(6)	2-15	4	11	3WR-B	E	10
PHN	"Pinto,R"	30	12	20	27.4	47.4	47.8	5.3	7	0	19	13	25	38	42.3	2.8	4	0	-5	R(2)	2-48	12	6	1WR-D	E	12
PHN	"Pivetta,N"	133	34	13	17.1	30.1	22.7	0.2	0	3	22	12	24.4	36.4	51.5	6.5	8	3	0	S(5)	4-11	5	18	1WR-A	E	10
BOA	"Pomeranz,D*"	174	34	11	20.7	31.7	25.8	0.8	1	4	25	11	8.4	19.5	14.9	1.2	1	11	1	S(6)	3-26	0	7	1WR-C	E	10
BOA	"Porcello,R"	203	22	5	20.5	25.5	41.5	4.5	8	5	19	1	22.8	23.8	36.8	2.2	4	6	6	S(6*)	2-22	0	5	1WR-C	E	10
MNA	"Pressly,R"	61	27	4	18	22	30.1	3.4	5	11	33	4	8.5	12.5	21.3	3	4	9	3	R(2)	5- 0	0	19	1WR-C	E	10
BOA	"Price,D*"	75	16	4	11.4	15.4	11.4	0	0	0	32	8	11.9	20	24.5	2	3	0	-1	S(6) R(3)	2-20	0	5	3WL-C	E	10
TBA	"Pruitt,A"	83	19	1	20.8	21.8	32.4	1	1	3	13	5	37	42	55.7	2.2	4	4	4	S(6) R(3) C(0)	3-17	0	10	1WR-C	E	12
CHN	"Quintana,J*"	189	35	0	15.6	15.6	25.3	0	0	4	33	9	14.1	23	26.6	2.4	3	3	-2	S(6)	3- 8	2	9	1WR-A	E	12
SEA	"Ramirez,E"	131	26	6	20.5	26.5	40.8	4.1	8	9	18	1	15.8	16.8	29.8	2.2	4	10	0	S(5) R(3) C(0)	3-11	0	1	3WR-C	E	10
LAA	"Ramirez,JC"	147	15	10	20.6	30.6	42	4.3	8	11	12	7	19.9	26.9	20	0	0	12	7	S(6) R(3)	3-20	2	7	1WR-C	E	10
ATN	"Ramirez,Jo"	62	35	25	2.7	27.7	7.5	1.2	2*	8	16	9	10	19	24.5	3	4*	8	6	R(1) C(0)	4- 0	0	3	1WR-C	E	10
NYN	"Ramirez,N"	31	36	25	7.2	32.2	14.4	2.4	3	0	24	19	21.9	40.8	40.7	3.8	7	0	-6	R(2)	2- 0	0	18	1WR-C	E	10
NYN	"Ramos,A"	59	40	20	5.3	25.3	12.8	1.6	3*	0	33	18	15.9	33.9	25.6	1.2	2	0	-4	R(1) C(6)	3-24	0	20	1WR-C	E	10
PHN	"Ramos,E"	58	32	12	24.8	36.8	35.8	0	0	1	44	14	12.8	26.8	15.4	0	0	0	-1	R(2) C(0)	2-50	6	18	1WR-C	E	10
ARN	"Ray,R*"	162	55	3	6.8	9.8	20.9	3.6	5	0	46	16	2.9	18.9	10	2.2	3*	0	-1	S(6)	3- 8	0	11	4WL-B	E	12
BOA	"Reed,A"	76	27	0	12.2	12.2	24.4	3.2	5	0	33	0	11.3	11.3	24.1	2.2	3	0	-2	R(1) C(5)	4- 0	0	5	1WL-C	E	10
SDN	"Richard,C*"	197	39	0	26.8	26.8	31.8	0	0	6	7	6	27.3	33.3	47.4	2.6	4	8	-6	S(6*)	3- 0	2	7	6NL-A	E	12
PIN	"Rivero,F*"	75	65	3	0	3	0	0	0*	0	29	6	8.3	14.3	8.3	0	0	0	0	R(1) C(5)	2-19	5	6	1WL-C	E	10
WAN	"Roark,T"	181	19	11	21.3	32.3	35.9	3	5	6	28	5	12.7	17.7	19.9	1	0	6	-1	S(6) R(4)	2- 8	2	3	1WR-A	E	13
NYA	"Robertson,D"	68	69	5	1.7	6.7	6.5	1.6	0*	1	51	7	1	8	4	1	0*	3	-3	R(1) C(4)	3-21	0	20	1WR-C	E	10
NYN	"Robles,H"	57	29	25	3.8	28.8	15.2	3.8	6*	0	31	11	10.1	21.1	26.9	2.8	5	0	-1	R(2)	4- 0	0	7	1WR-B	E	10
ARN	"Rodney,F"	55	47	14	9.1	23	11.9	0	0	2	31	12	1.6	13.6	3	0	0*	3	4	R(1) C(6)	4- 0	0	20	1WR-C	E	10
CHA	"Rodon,C*"	69	33	8	20.3	28.3	29.9	2.4	3	4	34	16	10.3	26.3	25.9	3.2	5*	8	9	S(5)	5- 0	0	12	4WL-D	E	10
BOA	"Rodriguez,E*"	137	32	9	21.7	30.7	38.4	2.2	4	0	33	9	10.6	19.5	24.6	2.2	3	0	-1	S(6)	3-11	3	1	1WL-D	E	10
MNA	"Rogers,T*"	56	42	7	4.9	11.9	14.6	3.2	6	5	13	6	23	29	30.5	0.8	0	4	1	R(1)	3- 0	0	3	1WL-C	E	10
CIN	"Romano,S"	87	23	11	23.3	34.3	38	1.2	0	1	14	13	23.2	36.2	41.1	1.2	2	2	-3	S(6)	2-16	0	12	1WL-B	E	10
WAN	"Romero,E*"	56	19	10	25.3	35.3	39.7	2.8	5	8	43	11	11.1	22.1	20.8	1.6	1	6	9	R(2) C(1)	5- 0	11	7	1WR-C	E	10
TBA	"Romo,S"	56	27	11	11.4	22.4	25.6	2	3	1	35	7	7.1	14	19.3	3.4	6	4	5	R(1)	3- 0	6	8	1WR-C	E	10
CHN	"Rondon,H"	57	35	20	10	30	26.1	3.8	8*	4	39	4	14.3	18.3	26.6	2.6	5	7	6	R(1)	4- 0	0	12	3WR-C	E	10
SLN	"Rosenthal,T"	48	50	13	9.4	22.4	9.4	0	0	0	54	13	4.7	17.6	7.9	0	0	0	0	R(1) C(4)	3- 0	0	9	1WR-C	E	10
WAN	"Ross,J"	74	21	3	27.8	30.8	54.5	6.8	8	7	21	4	22.6	26.6	38.6	2.6	5	7	-2	S(6)	3- 0	0	5	3WR-A	E	14
TEA	"Ross,T"	49	10	24	10.5	34.5	20.8	1.4	1*	7	11	28	19.5	47.5	34.1	2.2	3	8	9	S(5) R(3)	3-30	0	16	1WR-C	E	10
CON	"Rusin,C*"	85	27	3	24.6	27.6	34.4	1.6	1	8	18	3	12.4	15.4	17.8	1.8	2	8	-3	R(3) C(1)	3- 0	0	11	3WL-B	E	13
LAN	"Ryu,H*"	127	14	8	30.9	38.8	57.2	5.5	8	4	25	9	14.1	23.1	27.4	2.4	4	5	-3	S(5) R(3) C(0)	3-11	3	6	1WR-A	E	10
SEA	"Rzepczynski,M*"	31	23	7	21.5	28.5	25.7	0	0	12	8	30	12.4	42.5	12.4	0	0	12	6	R(1) C(0)	4-46	0	20	1WL-C	E	10
NYA	"Sabathia,C*"	149	19	10	21.5	31.4	27.4	1.4	0	5	18	7	16.3	23.3	28	2.8	3	5	-1	S(6)	3-10	0	7	1WL-D	E	10
LAA	"Salas,F"	59	26	3	19.1	22.1	27.5	1.2	1	0	23	7	27.8	34.8	40.1	1.8	3	1	3	R(1)	3- 0	0	14	3WR-C	E	10
CLA	"Salazar,D"	103	37	16	15.1	31.1	27.5	2.2	3	0	44	11	12.4	23.3	21.4	1.8	2	2	-2	S(5) R(3)	2-14	0	13	1WR-C	E	10
BOA	"Sale,C*"	214	48	1	10.3	11.3	15.1	1.6	3	4	54	2	8.8	10.8	19.7	1.6	2	4	2	S(7*)	2- 0	0	2	4WL-D	E	10
SFN	"Samardzija,J"	208	33	0	16.8	16.8	39.7	3.6	7	4	23	0	20.1	20.1	33.2	1.6	3	4	-1	S(6*)	2- 7	0	1	6NR-A	E	13
DEA	"Sanchez,An"	105	25	2	23.4	25.4	40.5	3.6	6	0	22	6	33.2	39.2	58.9	6.3	8	0	9	S(6) R(3)	5-40	3	9	1WR-C	E	10
TOA	"Sanchez,Aa"	36	28	25	11.9	36.9	16.4	0	0	5	0	12	25.9	37.8	42.6	4.3	7	8	9	S(5)	4-40	0	5	1WR-C	E	10
MNA	"Santana,E"	211	11	2	9	11	18.7	3	5	0	25	10	12.4	22.3	22.6	2	2	0	1	S(6*)	3-14	2	13	3WR-D	E	12
MNA	"Santiago,H*"	70	3	23	17.3	40.3	52.9	10.5	8*	0	16	11	14.1	25.2	23.1	3	5	0	9	S(5)	3- 0	4	0	1WR-C	E	10
DEA	"Saupold,W"	63	3	11	22.6	33.7	34.9	2	2	3	16	14	16.6	30.6	24.1	2.4	3	5	1	R(2)	2- 0	0	13	1WR-C	E	10
WAN	"Scherzer,M"	201	36	9	9.8	18.8	26.4	3.2	5*	8	71	3	0.2	3.2	0.8	0.2	0*	3	-1	S(7*)	3- 7	0	4	6NR-A	E	13
PIN	"Schugel,A"	32	0	23	12	35	23.5	0.4	0	2	33	3	19.8	22.8	26	1	2	2	-3	R(1)	4- 0	0	14	1WR-C	E	10
BOA	"Scott,R*"	36	30	14	4.1	18.1	16.4	4.1	8*	1	19	5	13.3	18.3	41	6.5	8	1	-6	R(1)	3- 0	0	20	1WS-C	E	10
CON	"Senzatela,A"	135	14	11	13.6	24.6	29.1	2.6	3	10	17	8	21.5	29.5	36.4	1.6	2	9	0	S(5) R(3)	2-11	6	1	1WR-A	E	10
NYA	"Severino,L"	193	40	6	14	20	28	2.6	1	5	41	5	10.1	15.1	14.4	1	0	3	-3	S(6)	2-15	0	7	1WR-B	E	10
NYN	"Sewald,P"	65	27	15	16.7	31.7	29.9	2	2	3	35	2	11.6	13.6	25.5	1.6	3*	4	-5	R(2)	2-22	6	10	1WR-D	E	10
CIN	"Shackelford,K"	31	25	22	16.6	38.6	27.4	3.6	6	2	41	4	16.6	20.6	27.6	3.2	5	5	-3	R(2)	3- 0	0	6	3WR-C	E	10
CLA	"Shaw,B"	77	29	2	15.1	17.1	22.5	0	0	12	26	7	18.8	25.8	23.4	0	0	12	1	R(1) C(2)	4-38	0	9	1WS-C	E	10
CHA	"Shields,J"	117	15	14	16.3	30.3	40	6.8	8	2	26	10	11.1	21.1	27.1	2.6	4*	2	1	S(6)	4- 0	0	9	1WR-B	E	10
LAA	"Shoemaker,M"	78	16	0	23.8	23.8	43.7	2.8	5	9	27	19	9.1	28.2	25.8	4.2	7	5	-1	S(5)	2-19	5	5	1WR-D	E	10
NYA	"Shreve,C*"	45	60	4	6.1	10.1	13.6	0.8	0*	0	31	21	8.8	29.8	26	4.3	7*	0	-3	R(2)	3- 0	0	19	1WL-C	E	10
PHN	"Siegrist,K*"	39	29	23	15.8	38.8	37.3	1.8	3*	6	30	13	17.2	30.2	29	2	3	9	-5	R(1) C(0)	3- 0	0	16	1WL-C	E	10
ATN	"Sims,L"	58	14	16	25	41	45.2	0.2	0	2	16	5	21.2	26.2	40.6	4.1	6	3	-2	S(5) R(3)	2-50	0	0	1WR-B	E	10
HOA	"Sipp,T*"	37	25	5	17.8	22.8	54	7.3	8	0	32	14	16.1	30.1	36.7	2.4	4*	0	9	R(1)	4- 0	0	5	1WL-C	E	10
LAA	"Skaggs,T*"	85	18	5	23.6	28.6	39.3	2	2	12	24	8	21.1	29.1	35.6	3	4	8	7	S(5)	5- 0	7	13	1WL-C	E	10
OAA	"Smith,C"	56	0	19	13.7	32.7	35.1	4.3	8	1	8	3	19.1	22.1	57.4	9.8	8*	1	-2	S(5) R(3)	2-26	0	11	1WR-C	E	10
CLA	"Smith,Joe"	54	45	10	15.5	25.5	23	1.4	1	0	49	0	13.5	13.5	18	0	0	0	3	R(1) C(0)	2- 0	0	0	1WR-C	E	10
OAA	"Smith,Jos"	35	5	5	23.4	28.4	50.1	2	3*	3	18	17	13.8	30.8	30.7	0	0*	3	0	R(2)	3- 0	0	6	1WR-C	E	13
NYN	"Smoker,J*"	56	32	14	19.4	33.4	41	2.4	4	0	35	11	19	30	33.1	3.6	7	0	2	R(2)	4- 0	0	6	1WL-C	E	10
TBA	"Snell,B*"	129	28	14	6.4	20.5	11.4	0	0	10	24	14	14.8	28.8	27	2	3	10	-1	S(5)	2- 0	0	14	1WL-B	E	10
KCA	"Soria,J"	56	33	1	23.8	24.8	30.8	0	0	9	39	14	8.8	22.8	8.9	0	0	8	-4	R(1) C(0)	4- 0	0	16	1WR-C	E	10
SDN	"Stammen,C"	80	16	1	17.3	18.3	39.8	6.1	8	12	32	13	5.8	18.8	8.8	1	1	12	1	R(2)	3-18	0	5	4WR-C	E	10
MMN	"Steckenrider,D"	35	32	23	17	40	22.5	0	0	0	45	12	8.1	20	19.5	3.8	7	0	2	R(1) C(0)	3- 0	0	6	1WR-C	E	10
CIN	"Stephenson,R"	85	24	25	13.7	38.7	22.5	2	2	2	27	17	18.2	35.2	37.3	2.2	3	0	1	S(5) R(3) C(0)	3-51	8	12	1WR-D	E	12
LAN	"Stewart,B"	34	26	31	9.4	40.4	9.4	0	0	6	15	4	11.4	15.4	22.2	3.2	5	12	-1	S(5) R(3) C(0)	3- 0	0	0	2WL-B	E	10
CIN	"Storen,D"	55	24	7	25.7	32.7	40.3	0.6	1	7	19	9	20.9	29.9	27.5	2.2	4	7	0	R(1) C(0)	3- 0	0	3	1WS-C	E	10
KCA	"Strahm,M*"	35	22	32	9.8	41.8	17	2.4	4	3	34	16	10.6	26.5	26.6	3.8	7	4	-2	S(5) R(3)	4- 0	0	18	1WR-C	E	10
MMN	"Straily,D"	182	26	9	17.7	26.7	34.2	2	3	1	24	6	20.6	26.6	42.8	5.3	8	3	1	S(5)	3-16	0	1	1WR-B	E	10
WAN	"Strasburg,S"	175	42	6	6	11.9	12.6	0.8	1	7	39	3	11.4	14.4	17.5	0.2	0	7	-1	S(6)	3- 8	0	3	6NR-A	E	13
SFN	"Stratton,C"	59	14	20	22	42	29.3	0	0	7	24	10	14.6	24.5	21.9	1	2	8	1	S(6) R(4) C(0)	3-24	0	7	1WR-B	E	10
SFN	"Strickland,H"	61	11	15	28.8	43.8	36.9	0	0	3	31	10	9.4	19.4	16.5	0	0	3	3	R(1) C(0)	3- 0	6	10	1WR-C	E	10
LAN	"Stripling,R"	74	29	2	8.6	10.6	11.6	0	0	11	30	3	24.6	27.6	41.5	3.8	7	5	0	R(2) C(1)	2-19	0	5	1WR-C	E	12
TOA	"Stroman,M"	201	17	9	14.4	23.4	17	0	0	12	21	6	18.3	24.3	28.6	2.4	3	12	-2	S(6*)	1- 7	2	2	7NR-C	E	14
CHN	"Strop,P"	60	37	13	7.1	20	12.6	0	0	8	30	14	10.5	24.5	17.5	0	0	12	0	R(1)	2-48	6	20	1WR-C	E	10
DEA	"Stumpf,D*"	38	18	18	11.6	29.6	14.1	0.8	0	9	28	5	24.6	29.6	44.7	3.6	6	8	0	R(1)	2-38	10	11	1WL-C	E	10
SFN	"Suarez,A"	32	23	9	19.3	28.3	40.2	0	0*	0	37	3	8.7	11.7	26.8	5.8	8	0	3	R(3) C(0)	4- 0	0	6	1WR-B	E	10
MLN	"Suter,B*"	82	13	4	8	12	14.3	0	0	6	18	4	25.9	29.9	33	1.2	2	5	-6	S(5) R(3)	1-35	0	2	1WL-D	E	12
MLN	"Swarzak,A"	77	32	7	7.8	14.8	14.9	0	0	4	49	3	11.4	14.4	18.6	1.6	1	5	0	R(2) C(1)	4- 0	0	5	1WR-C	E	10
NYN	"Syndergaard,N"	30	57	0	10.3	10.3	21.5	0	0	0	13	0	17.9	17.9	19.9	0	0	0	0	S(5)	3- 0	0	20	1WL-B	E	10
PIN	"Taillon,J"	134	10	8	25.3	33.3	36.5	0	0	5	33	6	18.1	24	30.6	1	1	4	6	S(5)	5- 0	0	11	2WR-C	E	10
NYA	"Tanaka,M"	178	36	1	19.3	20.3	34.8	4.3	4	6	30	4	21	25	42.5	3.6	4	6	-3	S(6)	2- 0	0	8	1WR-B	E	10
MMN	"Tazawa,J"	55	8	9	16.6	25.5	25.9	2.4	4	5	14	8	23	31	39.3	2.4	5	4	4	R(1)	4- 0	0	7	1WR-C	E	10
ATN	"Teheran,J"	188	16	18	10.3	28.3	24	2.4	4	5	19	0	23.8	23.8	34.4	2.6	4	5	5	S(6)	2-23	0	6	2WR-A	E	14
TOA	"Tepera,R"	78	42	22	6	28	17.3	2	3*	3	27	3	9.6	12.6	14.1	0	0	15	9	R(1) C(1)	3-19	0	15	1WR-C	E	10
PHN	"Thompson,J"	46	7	22	8.6	30.5	13.6	0	0	12	17	11	24.8	35.8	48.3	5	8	12	0	S(5) R(3)	4- 0	0	4	2WR-C	E	10
BAA	"Tillman,C"	93	0	32	23.5	55.5	38.6	1.8	3	4	13	3	28.8	31.8	56.7	7.5	8	5	-2	S(5) R(3)	4-15	0	20	1WR-C	E	10
CLA	"Tomlin,J"	141	14	0	27.2	27.2	46.8	2.4	3	12	17	0	22.5	22.5	41.7	3.2	5	13	-2	S(5)	3-10	0	1	1WR-C	E	10
MLN	"Torres,C"	73	11	10	16.8	26.8	30.5	2.6	3	8	19	16	25.3	41.3	31.6	1.6	1	4	2	R(2) C(0)	2-40	0	11	1WR-C	E	10
SDN	"Torres,J*"	68	15	2	18.7	20.7	35.7	2.2	4	9	30	5	9.6	14.6	29.4	5.2	8	8	2	R(2) C(0)	4-21	16	6	3WL-C	E	10
OAA	"Treinen,B"	76	33	10	22.6	32.7	37.8	2.6	4	2	22	4	18.6	22.6	23.9	0	0	10	-1	R(1) C(4)	4-19	0	11	1WR-C	E	10
OAA	"Triggs,A"	65	15	6	7.4	13.4	16.5	2	4	3	17	7	24.8	31.8	33.5	2	3	4	9	S(6)	4-22	0	17	1WR-C	E	10
SLN	"Tuivailala,S"	42	40	8	8.4	16.4	17	2.2	3	8	8	0	12.8	12.8	19.4	0.4	0	12	2	R(2)	5- 0	0	11	1WR-C	E	10
WAN	"Turner,J"	39	12	9	14.5	23.5	37.8	3.6	6*	7	1	10	24.5	34.5	43.9	4.1	7	6	0	S(5) R(4)	5- 0	0	17	1WR-B	E	10
CHN	"Uehara,K"	43	42	4	17.1	21.1	33.2	2.8	6	0	35	1	11.6	12.6	20	2.8	5	0	-3	R(1) C(1)	3- 0	0	0	1WR-C	E	10
MMN	"Urena,J"	170	2	11	14.9	25.9	28.6	2.6	4	9	19	9	14.9	23.9	27.3	3	6	9	0	S(5) R(4)	2- 8	2	6	1WR-C	E	14
TOA	"Valdez,C"	31	5	8	21	29	33	0	0	11	13	6	38	44	94	9.9	8*	10	-2	S(5) R(3)	3- 0	12	6	1WR-C	E	10
KCA	"Vargas,J*"	180	6	6	27.8	33.8	45.4	3.6	6	11	19	7	14	21	26.4	2.6	5	11	1	S(6)	2- 0	2	7	2WL-B	E	10
PHN	"Velasquez,V"	72	24	19	20.9	40	37.9	2.4	2	4	23	10	14.8	24.8	33.8	5.3	8	6	-5	S(5)	2-20	6	5	4WR-D	E	12
DEA	"VerHagen,D"	34	16	10	26.6	36.6	64.4	6.8	8	9	13	1	27.6	28.6	59.6	8	8	12	-3	S(5) R(3)	4- 0	0	20	1WR-C	E	10
HOA	"Verlander,J"	206	39	12	9.5	21.5	22.6	3	4	3	26	6	12.4	18.4	17	1.2	1	4	-3	S(6*)	3- 7	0	5	1WR-D	E	10
SEA	"Vincent,N"	65	14	0	26.2	26.2	32.7	0	0	4	22	0	18.7	18.7	26	0	0	4	-5	R(1)	3- 0	0	0	1WR-C	E	10
ATN	"Vizcaino,A"	57	34	22	8.9	30.9	26.1	1.8	1*	0	37	0	5.8	5.8	12.4	2.2	2	2	-4	R(1) C(3)	3-50	0	20	1WR-C	E	10
MMN	"Volquez,E"	92	21	23	17.1	40.2	28.3	1	2	5	23	16	8.9	24.9	15.6	0.2	0	5	9	S(5)	4- 0	0	9	3WR-C	E	10
SLN	"Wacha,M"	166	21	11	15.3	26.3	24.1	0.8	0	12	29	4	23	27	33.4	1.4	3	9	5	S(6)	3- 0	0	6	1WR-B	E	12
SLN	"Wainwright,A"	123	14	8	21.9	29.9	34.5	2.2	3	8	15	8	23.3	31.3	35.6	0.6	0	8	0	S(5)	2- 0	0	3	8NR-A	E	12
ARN	"Walker,T"	157	25	13	8.6	21.5	19.7	2.2	3*	6	23	6	16.3	22.3	28.7	0.6	0	7	3	S(6)	3-36	2	9	7NR-C	E	10
NYA	"Warren,A"	57	30	1	7.8	8.8	11	0	0	0	31	7	3.8	10.8	7.4	1.2	0	0	1	R(2) C(0)	2- 0	0	20	1WR-C	E	10
LAN	"Watson,T*"	67	16	0	25.5	25.5	30.1	0.8	1	10	18	2	22.1	24.1	36.1	3	6	9	0	R(1) C(3)	2- 0	0	0	1WL-C	E	10
SDN	"Weaver,J"	42	5	0	20.9	20.9	46.1	6	8	6	0	9	24.5	33.5	80.1	17.3	8	5	4	S(5)	3- 0	0	0	1WR-D	E	10
SLN	"Weaver,L"	60	41	4	8.5	12.5	10.1	0.2	0	11	36	6	23.3	29.3	38.3	2.4	5	2	-5	S(6) R(3)	2-24	0	0	1WR-C	E	13
NYN	"Wheeler,Z"	86	31	12	15.9	27.9	31.9	4.8	8	4	13	14	22.4	36.4	32.7	1.4	2	8	2	S(5)	3-17	0	1	1WL-D	E	10
TBA	"Whitley,C"	57	7	6	15.1	21.1	24	0.8	0	2	24	3	14.5	17.5	25.7	0	0	2	0	R(2) C(1)	3- 0	0	7	1WR-C	E	10
PIN	"Williams,T"	150	14	5	24.3	29.3	31	0	0	7	19	10	10	20	20.4	1.6	3	7	0	S(6) R(3)	3-19	0	2	1WR-A	E	10
DEA	"Wilson,A"	60	14	0	21	21	32	1.4	1	5	12	0	28.9	28.9	49.5	1.8	2	5	-4	R(1) C(1)	2-47	0	14	1WR-C	E	10
CHN	"Wilson,J*"	58	56	21	0.6	21.6	2.4	0.6	0*	0	43	21	8.6	29.6	21.3	1	1*	1	1	R(1) C(4)	4- 0	0	15	1WL-C	E	10
ATN	"Wisler,M"	32	5	17	32	49	68	3	4	0	12	4	28.3	32.3	52.8	1.4	1	0	-2	R(2)	3- 0	0	0	1WR-B	E	14
MMN	"Wittgren,N"	42	22	5	33.1	38.1	50.2	0	0	0	32	7	18.9	25.9	42.3	3	5	0	-5	R(2)	2- 0	0	10	1WR-C	E	10
CIN	"Wojciechowski,A"	62	22	6	29.9	35.9	59.1	4.3	6	0	26	5	19.3	24.3	41.8	4.5	7	0	1	S(5) R(3)	2-23	0	2	1WR-D	E	10
LAN	"Wood,A*"	152	19	4	16.6	20.6	24.2	0.8	1	5	29	3	11.2	14.2	20.5	1.4	2	5	-5	S(6) R(3)	1-38	0	2	1WR-D	E	12
LAA	"Wood,B"	74	26	9	31.5	40.5	45.5	3.2	5	0	32	14	18.8	32.8	24.4	0	0	1	3	R(1)	4- 0	9	20	1WR-C	E	10
SDN	"Wood,T*"	94	10	18	21.9	39.9	36.1	3	5	7	9	13	25.7	38.7	44.8	3.8	7	7	-4	S(5) R(3)	3-15	0	1	7NR-D	E	14
MLN	"Woodruff,B"	43	9	6	31.8	37.8	42.2	1.2	0	0	21	7	6.6	13.6	13.8	2.4	3	0	1	S(5)	3- 0	0	0	2WL-B	E	10
BOA	"Workman,B"	40	26	0	24.9	24.9	61.9	9.1	8	12	26	9	12.9	21.9	29	1.4	2	12	-3	R(2)	2- 0	0	5	1WR-C	E	10
MMN	"Worley,V"	72	13	7	35.7	42.7	53.9	0	0	11	4	10	36.1	46.2	58	4	7	12	1	S(5) R(3) C(0)	3- 0	0	2	3WR-A	E	10
SDN	"Yates,K"	57	47	10	11.4	21.4	40.7	9.1	8*	0	62	5	4.6	9.6	14.4	2.8	5*	0	9	R(1) C(0)	5- 0	6	0	1WL-C	E	10
BAA	"Ynoa,G"	35	5	0	29	29	58	4.4	7	12	26	6	21.6	27.6	27.8	0	0	12	-2	S(5) R(3)	3- 0	0	0	1WR-C	E	10
KCA	"Young,C"	30	0	16	38.8	54.8	62.5	6.5	8	4	14	3	34.6	37.6	54.1	2.6	6	4	9	S(5) R(3)	4- 0	0	6	1WR-C	E	10
MMN	"Ziegler,B"	47	0	4	25	29	29.1	0	0	12	9	1	39.3	40.3	46.5	0	0	12	1	R(1) C(3)	2- 0	0	4	1WR-C	E	10
DEA	"Zimmermann,J"	160	11	3	31.4	34.4	51.5	3.2	5	9	4	6	26.7	32.7	45.3	2.8	5	9	1	S(5)	4- 8	0	3	1WR-C	E	12
SEA	"Zych,T"	41	22	15	14.8	29.8	18	0	0	6	22	16	6.2	22.2	8.8	0	0	6	3	R(1) C(0)	3- 0	9	5	1WR-C	E	10
