TM	HITTERS	AB	SO vlhp	BB v lhp	HIT v lhp	OB v lhp	TB v lhp	HR v lhp	BP v lhp	CL v lhp	DP v lhp	SO v rhp	BB v rhp	HIT v rhp	OB v rhp	TB v rhp	HR v rhp	BP v rhp	CL v rhp	DP v rhp	STEALING	STL	SPD	B	H	CA	1B	2B	3B	SS	LF	CF	RF	FIELDING
DEA	"McCann,J"	352	7	9	25.1	39.1	46.4	5.3	8	-6	16	33	5	18.2	28.2	23.5	0.8	1	-6	17	2/- (20-6)	E	10	D	D	301								c-3(0)e1,T-3(pb-4)
PIN	"McCutchen,A"	570	12	20	30.1	52.1	70.5	9.8	8	0	9	14	13	20.5	35.5	31.9	2.4	4	0	12	"*4,5/- (16-6)"	C	14	D	C							304	304	cf-3(-1)e4 rf-3e4
PIN	"Mercer,J"	502	12	9	18.6	28.6	28.5	1.8	3	0	21	9	6	22.2	29.2	32.8	1	2	0	22	"2-6,9/- (3-1)"	E	11	D	C					312				ss-3e12
KCA	"Merrifield,W"	587	11	3	22.3	27.3	40.5	2.8	5	12	17	5	2	28.4	32.4	41.5	1.5	3	12	18	"*2-5,11,12/- (19-13)"	A	16	C	C		311	214	331		313		313	2b-2e14 rf-3(+1)e13 lf-3e13 1b-3e11 3b-3e31
CIN	"Mesoraco,D"	141	24	17	8.6	32.6	20.6	0.2	0*	0	16	25	15	11.8	33.8	22.6	3.6	6	-3	16	2/- (20-6)	E	9	D	D	305								c-3(+1)e5,T-4(pb-4)
TBA	"Miller,B*"	338	36	13	15.6	29.5	30.5	1.3	2	2	9	35	25	7.3	33.3	11.4	0.6	1	2	8	"5,6/- (13-6)"	C	13	D	D			420						2b-4e20
SLN	"Molina,Y"	501	0	0	21.4	23.4	52.3	6.6	8	10	22	7	2	25.7	29.7	34.5	1.5	2	10	22	"*4,6/- (16-11)"	C	8	D	C	201	425							c-2(-3)e1,T-12(pb-2) 1b-4e25
CHA	"Moncada,Y+"	199	46	8	15.1	26.1	19.5	1.4	2	-5	0	45	22	13	38	26.8	2.2	4	0	0	"*5,6/12 (15-9)"	C	15	D	D			324						2b-3e24
TOA	"Montero,M*"	185	2	18	1.8	22.8	1.8	0	w*	0	18	29	12	14.8	29.8	21.6	2	4	-7	19	2/- (20-6)	E	8	D	D	404	525							c-4(+4)e4,T-10(pb-0) 1b-5e25
MMN	"Moore,T"	187	44	0	10.5	11.5	21.8	3	w	6	24	31	5	20.6	26.6	43.9	3.1	6	6	25	-/- (---)	E	11	D	D		405				404		404	1b-4e5 lf-4(+1)e4 rf-4e4
TOA	"Morales,K+"	557	22	5	39.4	46.4	59.5	5.4	8	-9	20	24	5	14.2	21.2	27.2	3.3	5	-7	27	-/- (---)	E	8	D	D		414							1b-4e14
BOA	"Moreland,M*"	508	30	17	18.4	37.3	24.4	0.2	0	1	14	21	9	16.9	27.9	35.3	3.5	8	0	19	6/- (3-1)	E	9	D	C		106							1b-1e6
PIN	"Moroff,M+"	120	32	24	9.9	36.9	12.8	0	w	6	0	49	11	6.9	20.9	15	1.8	2	6	0	"2-6,10,12/- (3-1)"	E	15	D	D			305	337	342				2b-3e5 ss-3e42 3b-3e37
TBA	"Morrison,L*"	512	26	20	15.5	37.5	31	3.8	6	-5	15	31	16	17.2	35.2	46.4	8.9	8	-3	14	2/- (20-6)	E	12	D	D		211							1b-2e11
KCA	"Moss,B*"	362	53	15	18	33	33.8	3.1	7	-7	7	44	10	10.1	20.1	29.9	6.2	8*	0	16	2/- (20-6)	E	10	D	D		413				405		405	1b-4e13 lf-4(+1)e5 rf-4e5
SEA	"Motter,T"	258	19	7	5.5	12.5	8	0	w	-1	24	26	8	13	21	24.4	2.5	3	-4	24	"*4,6/- (19-13)"	A	14	D	D		419	313	306	310	408		408	ss-3e10 2b-3e13 lf-4(+1)e8 1b-4e19 3b-3e6 rf-4e8
KCA	"Moustakas,M*"	555	8	0	26.4	27.4	46.8	6.8	8	-10	24	13	1	25.6	27.6	55.3	8.2	8	-9	24	-/- (---)	E	9	D	D				316					3b-3e16
WAN	"Murphy,D*"	534	18	3	28.9	33.8	49.5	2.3	4	11	22	3	5	33.3	40.3	54	3.4	6	11	21	2/- (20-6)	E	11	D	C			411						2b-4e11
SDN	"Myers,W"	567	45	22	12.8	36.8	27.4	3	5	-2	11	34	12	17.1	31.1	34.5	4	7	-6	15	"*2-5,12/- (17-12)"	A	15	C	C		309							1b-3e9
TEA	"Napoli,M"	425	53	8	8.6	19.6	31.4	6.8	8*	0	16	48	14	6.6	23.5	21	4.8	8*	0	20	7/10-12 (13-3)	E	11	D	D		313							1b-3e13
CHA	"Narvaez,O*"	253	32	17	18.6	36.7	21.9	0	w	-9	19	5	18	27.3	46.3	34.5	1.8	w	-12	19	-/- (---)	E	9	C	C	405	430							c-4(0)e5,T-8(pb-1) 1b-4e30
PHN	"Nava,D+"	183	32	24	12.4	39.4	12.7	0.1	0	-9	4	10	13	35.4	51.4	42.6	0.6	0	-10	5	2/- (20-6)	E	10	D	C		415				404		404	lf-4(0)e4 rf-4e4 1b-4e15
NYN	"Nimmo,B*"	177	47	19	9.6	30.6	13.9	0	w	-3	8	36	24	22.1	48.1	34.8	1.8	3	-7	8	2/- (20-6)	D	13	D	C						304	404	304	lf-3(0)e4 cf-4e4 rf-3e4
TBA	"Norris,D"	179	13	9	7.3	19.3	28.3	7	8*	0	19	34	4	11.4	18.4	22.9	3.2	5	2	19	2/- (20-6)	E	10	D	D	301								c-3(+1)e1,T-19(pb-3)
BOA	"Nunez,E"	467	0	0	29	30	51.8	1.6	w	11	20	0	0	34.8	35.8	45.9	1.8	4	11	20	"*2-5,11,12/- (18-13)"	A	15	C	C			414	330	424	407		407	3b-3e30 2b-4e14 lf-4(+1)e7 ss-4e24 rf-4e7
TEA	"Odor,R*"	607	29	0	3.3	6.3	10.4	2.3	3*	0	17	31	0	13.4	16.5	31	4.2	7	-4	17	*4-6/- (17-13)	B	15	C	D			420						2b-4e20
OAA	"Olson,M*"	189	33	13	11	29	43.4	10.8	8*	0	17	38	11	22	38	80.3	19.4	8	0	12	-/- (---)	E	9	D	D		208						410	1b-2e8 rf-4(-2)e10
PIN	"Osuna,J"	215	5	0	22.5	24.5	51.2	2.2	w	0	33	20	0	12.8	14.8	32	4.4	8	0	34	-/- (---)	E	9	D	C		311				512		512	rf-5(-1)e12 1b-3e11 lf-5e12
ARN	"Owings,C"	362	24	1	22.1	24.1	34.5	1	0	0	4	24	2	25	28	41.4	2.3	3	0	4	"*4,6/- (19-12)"	B	15	C	C			310		436			414	ss-4e36 rf-4(+2)e14 2b-3e10
MMN	"Ozuna,M"	613	18	9	31.5	40.5	35	0.4	1	3	21	22	12	30.4	42.4	57.2	7.3	8	3	20	4/8 (13-1)	E	13	D	C						205	305		lf-2(-2)e5 cf-3e5
SFN	"Panik,J*"	511	0	9	29.2	40.2	36	1.2	w	3	14	0	6	26.9	34.9	40.1	0.8	2	3	15	3/- (16-6)	D	13	C	B			211						2b-2e11
SFN	"Parker,J*"	166	46	0	21.8	22.8	32.9	2.8	6	6	8	42	2	19.7	22.7	35.9	0.5	1	6	8	2-5/- (13-11)	D	14	D	D						208		308	lf-2(-3)e8 rf-3e8
CON	"Parra,G*"	392	14	0	38.9	40.9	50.7	2	w	10	22	11	1	28	31	39.8	1.5	2	10	26	2-5/8-10 (13-3)	D	13	D	C		410				203	403	303	lf-2(-2)e3 rf-3e3 1b-4e10 cf-4e3
TOA	"Pearce,S"	313	28	6	12.4	21.4	31.5	4.5	7*	0	24	14	9	24.3	36.3	35.5	1.8	3	-12	23	-/- (---)	E	10	D	D		315				405			lf-4(0)e5 1b-3e15
LAN	"Pederson,J*"	273	26	15	12.5	35.5	27.3	1.1	0*	0	15	22	16	10.1	34.2	24.1	2.3	4*	0	15	"*2-6,10/11 (15-8)"	C	13	D	D						302	402		cf-4(0)e2 lf-3e2
BOA	"Pedroia,D"	406	0	20	26.3	47.3	44	2.7	w	9	16	0	12	26.1	39.2	38.3	3.2	w	9	18	"5,6/12 (13-7)"	D	12	C	B			104						2b-1e4
SFN	"Pence,H"	493	2	12	24.2	37.2	30.9	1.3	3	12	10	21	6	19.2	26.2	24.6	0.8	2	12	11	5/10 (13-4)	D	14	D	C								401	rf-4(0)e1
LAA	"Pennington,C+"	194	31	0	22.1	23.1	22.1	0	w	0	6	38	12	21.7	34.7	25	0.5	0	0	4	7/- (15-6)	C	13	D	C			314	411	320				2b-3e14 3b-4e11 ss-3e20
ARN	"Peralta,D*"	525	7	5	25.3	32.3	31.8	0.2	0	-3	8	15	6	29.1	37.2	41.4	1.5	2	-3	8	"5,6/- (13-6)"	C	14	D	C						305		405	rf-4(-1)e5 lf-3e5
CIN	"Peraza,J"	487	4	0	29.7	32.7	37	1.8	w	-7	10	4	0	24.2	27.2	33	2.3	w	-7	10	"*2-5,11,12/- (18-13)"	A	16	B	C			208		317		405		2b-2e8 ss-3e17 cf-4(+2)e5
MLN	"Perez,H"	432	13	0	30	30	39.6	0	0	4	16	13	2	21.3	23.3	32.2	2.4	4	4	15	"*2-5,12/- (17-12)"	B	15	C	D		416	318	333	432	307	407	307	lf-3(0)e7 3b-3e33 rf-3e7 cf-4e7 2b-3e18 ss-4e32 1b-4e16
CLA	"Perez,R"	217	37	17	9.5	26.5	29.8	6	8	0	11	41	13	8.7	21.7	15.5	0.1	0	0	11	"2-5,12/- (3-1)"	E	9	B	B	104								c-1(-4)e4,T-1(pb-4)
KCA	"Perez,S"	471	19	0	20.4	22.4	46.1	8.6	8	0	33	16	0	24.8	26.8	45.3	4.3	8	0	33	2/- (20-6)	E	9	D	D	101								c-1(-3)e1,T-8(pb-1)
ATN	"Peterson,J*"	186	48	0	5.9	6.9	20.9	5	8*	0	18	25	17	10.7	28.8	21.8	1.1	w	6	13	3/- (20-6)	C	13	C	D		425	327	322	442	409		409	lf-4(+2)e9 2b-3e27 3b-3e22 1b-4e25 ss-4e42 rf-4e9
SLN	"Pham,T"	444	20	27	20.1	52.1	40.6	6	8	-5	15	24	19	26.8	50.8	40.3	2.7	6	-5	13	"*5,6/- (19-13)"	A	15	C	D						201	301	301	lf-2(-1)e1 cf-3e1 rf-3e1
OAA	"Phegley,J"	149	12	0	14.1	17.1	25.5	1.5	3	-1	20	11	6	12	21	28.7	2.3	w*	0	19	2-7/- (3-1)	E	10	D	C	311								c-3(-1)e11,T-12(pb-7)
LAA	"Phillips,B"	572	3	0	31.5	34.5	42.3	3.6	w	2	27	1	0	28.9	31.9	39.7	0.8	1	2	27	*3-6/11 (15-10)	C	13	C	B			311	310					2b-3e11 3b-3e10
TOA	"Pillar,K"	587	7	4	37.6	43.6	64.3	1.5	1	-6	17	9	3	19.4	24.5	25.4	1.3	1	-9	17	"*6,7/- (16-12)"	B	15	C	C							101		cf-1(-1)e1
MLN	"Pina,M"	330	28	0	28.9	31.9	40.5	0	w	9	19	21	6	24.1	33.2	37.5	2.5	3	9	18	2/- (20-6)	E	9	D	C	302								c-3(-1)e2,T-12(pb-1)
OAA	"Pinder,C"	282	35	13	16.3	33.3	30.1	2.8	6	-4	13	43	0	17.2	21.2	37.4	4.8	8	-4	20	7/- (13-6)	D	12	D	D			312		436	405	405	305	rf-3(-2)e5 ss-4e36 2b-3e12 cf-4e5 lf-4e5
SDN	"Pirela,J"	312	31	10	27.6	38.6	53.4	3.4	6	10	21	16	9	26.1	36.1	43.4	1.2	1	10	19	*3-6/11 (15-7)	C	14	D	D		430	414	426		308		408	lf-3(+1)e8 2b-4e14 1b-4e30 rf-4e8 3b-4e26
SLN	"Piscotty,S"	341	22	22	13.9	38.8	27.6	2.7	w	-1	17	22	18	14.8	35.8	21.4	1.1	2	-1	18	2-6/8-12 (13-4)	D	11	D	D								304	rf-3(-1)e4
NYN	"Plawecki,K"	100	19	18	17.5	41.5	28.6	3.3	w	-9	12	3	13	23.1	42.1	34	2	2	-10	13	2/- (20-6)	E	9	D	C	305	425							c-3(+1)e5,T-4(pb-2) 1b-4e25
TBA	"Plouffe,T"	283	26	7	20.9	28.9	20.9	0	0	-11	28	43	11	4.8	16.8	11.8	2.3	4	0	28	"4,6/8,10 (13-3)"	E	11	D	D		419	441	323					3b-3e23 1b-4e19 2b-4e41
PIN	"Polanco,G*"	379	22	3	20.2	25.2	30.6	0	w	-4	9	4	2	22.9	26.9	33	2.3	3	-10	9	*5/- (19-6)	B	13	D	C						203	303	203	rf-2(-2)e3 lf-2e3 cf-3e3
MNA	"Polanco,J+"	488	10	0	19.9	20.9	30.2	0.8	1	9	10	8	11	20.1	32.1	32.1	1.3	1	9	8	"*2-5,12/- (16-12)"	B	14	A	C					223				ss-2e23
ARN	"Pollock,A"	425	0	3	23.6	29.6	46.1	3.3	6	-5	14	13	10	21.8	34.8	38.5	0.8	1	-7	14	"*2-5,11,12/- (18-13)"	A	16	D	D							102		cf-1(-1)e2
SFN	"Posey,B"	494	3	8	39.8	50.8	57.5	4	8	-7	20	0	12	30.6	45.6	47	2.5	w	-7	22	3/- (17-6)	C	11	D	B	101	211							c-1(-3)e1,T-9(pb-0) 1b-2e11
OAA	"Powell,B*"	117	0	10	18.6	28.6	20.7	0	w	-9	12	28	15	27.9	42.9	34	1	1	-11	11	"2-6,12/- (3-1)"	E	14	D	D						306	206		cf-2(-1)e6 lf-3e6
MMN	"Prado,M"	140	16	0	32.7	32.7	40.1	0	w	-10	23	5	0	22.8	22.8	30.6	0	0	-9	23	-/- (---)	E	10	D	C				210					3b-2e10
DEA	"Presley,A*"	245	29	5	27	32	27	0	w	3	16	16	3	36.8	39.8	54	3	w	3	15	*3/- (20-6)	B	13	C	C						303	403	303	lf-3(+1)e3 rf-3e3 cf-4e3
LAN	"Puig,Y"	499	6	22	6.4	29.4	17.3	3	w	0	24	17	10	25.6	36.7	51	6.8	8	-7	27	*4-6/- (16-12)	B	13	D	D								101	rf-1(-5)e1
LAA	"Pujols,A"	593	12	6	17.3	24.3	20.1	0	w	4	31	7	2	19	22	30.4	3.8	6	4	33	2/- (20-6)	D	8	D	C		430							1b-4e30
BOA	"Ramirez,H"	496	29	10	5.6	18.6	19.1	4	7*	0	20	20	8	20	31	33.7	3	4	-7	21	"6/9,10 (13-1)"	E	10	D	D		505							1b-5e5
CLA	"Ramirez,J+"	585	2	2	35.5	38.5	61.1	3.4	5	-9	17	1	9	29.8	39.8	55.9	3.2	6	-9	16	"*5,6/- (17-11)"	B	16	D	C			215	212					3b-2e12 2b-2e15
TBA	"Ramos,W"	208	5	0	31.9	31.9	43.8	2.3	3	-9	34	14	0	21.5	21.5	38.3	5.6	8	-9	34	-/- (---)	E	9	D	C	206								c-2(-1)e6,T-8(pb-3)
TBA	"Rasmus,C*"	121	57	0	10.2	10.2	27.4	4.1	7*	0	4	52	0	30.1	30.1	66.3	9	8	-5	3	2/- (20-6)	E	11	D	D						201		201	lf-2(-3)e1 rf-2e1
MMN	"Realmuto,J"	532	15	8	27.1	38.1	42.6	1.8	4	-11	17	15	3	28.4	34.3	41.1	1.5	3	-11	19	6/- (16-6)	C	14	D	C	204	420							c-2(-2)e4,T-5(pb-2) 1b-4e20
HOA	"Reddick,J*"	477	17	7	36.4	43.4	48.5	2.3	w	8	14	5	8	32.6	40.6	48.5	1	2	8	15	"4,5/- (14-6)"	C	14	C	C		425				207	307	207	rf-2(-3)e7 lf-2e7 cf-3e7 1b-4e25
WAN	"Rendon,A"	508	1	22	26.3	51.3	59.5	7.8	8	3	6	7	20	22.5	45.5	37.8	2	3	3	7	4/- (16-6)	C	15	D	D				108					3b-1e8
SDN	"Renfroe,H"	445	15	12	22.8	37.8	65.9	11.3	8	0	3	46	1	13.1	17.1	28.1	3.5	5	0	4	2/- (20-6)	D	11	D	D								313	rf-3(-2)e13
LAA	"Revere,B*"	291	0	0	8.3	8.3	8.3	0	w	-4	20	0	2	33.6	35.6	44.1	0.9	w	-4	20	*4-6/- (19-15)	A	17	D	B						307	307		lf-3(+3)e7 cf-3e7
NYN	"Reyes,J+"	501	13	9	20.8	30.8	40.8	3.6	6	11	1	7	9	17	27	26.2	0.6	1	11	1	"*2-5,12/- (19-13)"	A	15	B	D			410	426	407	425			ss-4e7 2b-4e10 3b-4e26 lf-4(+1)e25
CON	"Reynolds,Mar"	520	42	25	12.5	37.5	22.1	3	4	0	13	37	14	20	34	37.3	4.5	7	-4	15	3/- (13-6)	E	11	D	C		307							1b-3e7
NYN	"Reynolds,Mat"	113	55	4	18.4	26.4	31	0	w	0	14	30	17	16	37.1	25.4	2	w	-5	10	"2-6,9/- (3-1)"	E	13	D	D		425	323	324	333	407		507	3b-3e24 2b-3e23 ss-3e33 lf-4(+2)e7 1b-4e25 rf-5e7
BAA	"Rickard,J"	261	14	0	28.5	31.5	42.7	1.6	w	-5	17	34	0	15.7	18.7	21.9	1	0	-5	18	*7/- (19-12)	B	15	B	C						205	305	205	rf-2(0)e5 lf-2e5 cf-3e5
MMN	"Riddle,J*"	228	21	0	27.1	27.1	32.5	0	w	8	21	22	1	20.9	21.9	28.5	0	0	8	21	"2-7,11/- (3-1)"	E	12	D	C					321				ss-3e21
CHN	"Rivera,R"	218	55	0	15.3	18.3	37.8	7	8	2	16	34	3	22.9	28.9	33.5	2.4	3	2	13	"2-5,11,12/- (3-1)"	E	8	D	D	302	515							c-3(-1)e2,T-1(pb-2) 1b-5e15
NYN	"Rivera,T"	214	29	0	22.5	27.5	30.5	2.7	4	3	15	0	0	32.5	37.5	43.1	0	0	3	15	2/- (20-6)	E	11	D	D		410	405	435		416			3b-4e35 1b-4e10 2b-4e5 lf-4(+2)e16
CHN	"Rizzo,A*"	572	6	11	19.4	38.4	43.4	6.8	8	-2	22	7	17	19.2	44.2	35.5	3.3	7	-3	20	*7/- (16-6)	C	13	C	C		103		565					1b-1e3 3b-5e65
TBA	"Robertson,D"	218	42	21	4.8	29.8	12.9	1.2	2	4	14	36	14	13.3	31.4	16.5	0.2	0	4	14	6/11 (13-5)	E	10	D	D			205	215	327	425			ss-3e27 2b-2e5 3b-2e15 lf-4(+2)e25
TEA	"Robinson,D*"	107	51	13	19.2	32.2	39.3	4.5	8	-3	7	52	16	9.1	25.1	23.9	4	6	0	10	2-12/- (3-1)	E	14	D	D			417	423	488	325	425		3b-4e23 lf-3(0)e25 2b-4e17 cf-4e25 ss-4e88
PIN	"Rodriguez,S"	132	51	21	4.8	31.8	15.4	3.5	7	0	10	59	7	1.7	14.7	4.6	0.9	1*	0	18	2/- (20-6)	E	12	D	D		208	341	331	356	306	406	306	3b-3e31 2b-3e41 rf-3(0)e6 ss-3e56 lf-3e6 cf-4e6 1b-2e8
MMN	"Rojas,M"	272	0	9	21.9	33.8	38.7	0	w	0	15	0	7	32.7	42.7	40	1	w	-5	16	5/- (13-6)	D	13	D	B		313	306	311	324				ss-3e24 3b-3e11 2b-3e6 1b-3e13
NYA	"Romine,Au"	229	25	8	11.8	21.8	33.5	3.6	w*	0	21	26	5	16.9	23.9	21.9	1.2	w	6	22	-/- (---)	E	10	D	C	302	408							c-3(+1)e2,T-1(pb-1) 1b-4e8
DEA	"Romine,An+"	318	30	3	24.3	30.3	39.8	3	w	-9	17	17	5	17.1	25	30.7	2.4	w	-4	16	*3-6/12 (15-10)	C	14	D	C	516	308	208	222	210	304	304	404	"lf-3(-1)e4 cf-3e4 2b-2e8 1b-3e8 3b-2e22 ss-2e10 rf-4e4 c-5(+5)e16,T-20(pb-20)"
ARN	"Rosales,A"	289	47	0	16.3	19.3	30.7	1.4	1	8	15	46	0	15.5	18.5	20.1	0.6	1	8	17	"5,6/8,9 (13-4)"	E	13	C	D		405	320	315	325	416			ss-3e25 3b-3e15 2b-3e20 1b-4e5 lf-4(+1)e16
NYN	"Rosario,A"	165	26	0	29	32	49.1	3.6	5	-10	14	38	0	22.2	25.2	31.7	0	0	-9	12	"*2-6,12/- (17-14)"	B	16	D	D					223				ss-2e23
MNA	"Rosario,E*"	542	17	0	31.3	31.3	49.4	2.5	w	-11	15	15	6	28.2	34.2	54.1	6.6	8	-10	13	*3-7/9 (15-8)	C	14	B	C						305	305	305	lf-3(-2)e5 rf-3e5 cf-3e5
TEA	"Rua,R"	129	56	7	23.5	30.5	40.6	3.2	w	-11	8	52	18	3.5	21.5	7.3	1.2	1	0	18	"*2-6,10/9,12 (15-7)"	D	14	D	D		308				303		403	lf-3(-1)e3 1b-3e8 rf-4e3
SEA	"Ruiz,C"	125	26	26	6.9	39	16.5	1.4	2*	0	16	36	8	15	29	23	0.4	0	6	19	2/- (20-6)	E	9	D	C	403	525							c-4(-1)e3,T-1(pb-4) 1b-5e25
ATN	"Ruiz,R*"	150	40	8	8.4	18.4	13.8	1.3	2	3	20	29	13	6.3	21.3	9.9	1	1	3	17	2/- (20-6)	E	11	D	C		430		413					3b-4e13 1b-4e30
PHN	"Rupp,C"	295	42	21	21.2	43.2	35.4	1.8	1	-5	14	54	8	9.1	18.1	25.9	4.1	5*	0	12	2/- (20-6)	E	8	D	D	403								c-4(0)e3,T-14(pb-4)
CHN	"Russell,A"	352	31	13	21.4	36.4	34.1	1.6	2	-3	8	25	3	16.6	21.6	30.8	1.8	3	0	10	6/- (13-6)	E	13	D	D					121				ss-1e21
BOA	"Rutledge,J"	107	37	0	17.8	21.8	40.6	0	w*	0	4	31	11	13.9	28.9	13.9	0	w	0	3	2/- (20-6)	E	14	D	C		425	415	432					3b-4e32 2b-4e15 1b-4e25
CHA	"Saladino,T"	253	16	12	13.6	27.5	17.1	0	w	-4	14	33	9	4.3	15.3	8.7	0	w	0	14	*2-8/9 (15-9)	C	13	D	D		313	306	325	317				3b-3e25 2b-3e6 ss-3e17 1b-3e13
NYA	"Sanchez,G"	471	25	13	18.8	35.8	38	5.4	8	-7	13	26	7	24.1	35.1	42	5.2	8	-8	13	4/- (13-6)	E	9	D	D	408	525							c-4(-3)e8,T-20(pb-5) 1b-5e25
SDN	"Sanchez,H+"	137	45	0	11.8	11.8	28.9	5.6	8	0	22	37	0	14.1	14.1	30.6	5.4	8	-2	23	-/- (---)	E	8	D	D	401	530							c-4(+1)e1,T-17(pb-3) 1b-5e30
CHA	"Sanchez,Y+"	484	31	3	21.3	26.3	40	1.8	w	2	17	20	5	25.5	32.5	35.8	1.5	1	2	16	"*3-7/9,10 (15-6)"	D	14	B	C			214	311	410			425	3b-3e11 2b-2e14 ss-4e10 rf-4(0)e25
SFN	"Sandoval,P+"	259	11	0	3.8	4.8	14.6	3.6	w*	0	32	21	4	18.5	23.5	30.9	2.7	6	-7	29	"2-5,12/- (3-1)"	E	10	D	D		425	571	422					3b-4e22 1b-4e25 2b-5e71
MNA	"Sano,M"	424	45	15	23.1	40.1	50.3	5.2	8	-5	6	53	14	16.4	32.3	30	4.5	8	-5	6	-/- (---)	E	9	D	D		530		414					3b-4e14 1b-5e30
CLA	"Santana,C+"	571	0	16	16.5	34.5	25.1	2	4	-5	12	16	18	18.4	38.4	35.3	2	3	-5	12	3/- (17-6)	D	12	D	C		206						416	1b-2e6 rf-4(0)e16
MLN	"Santana,Do"	525	32	20	23	45	40.3	2.5	4	-3	18	41	16	21.7	39.7	38.9	4.6	7	-3	6	*7/- (18-11)	B	14	D	D								406	rf-4(-2)e6
ATN	"Santana,Da+"	168	46	0	2.8	3.8	11.4	2.8	w*	0	14	22	0	16.5	17.5	34.5	1.4	1	6	14	"*4,6/- (20-13)"	B	14	C	C			439	447		410	410	410	lf-4(0)e10 rf-4e10 2b-4e39 3b-4e47 cf-4e10
TOA	"Saunders,M*"	218	28	2	11.6	14.6	26.6	3	3	-3	5	28	2	13.7	16.7	21.9	0.9	1	-5	5	3-6/- (3-1)	E	11	D	D						403		403	rf-4(+1)e3 lf-4e3
CIN	"Schebler,S*"	473	19	0	18.1	24.1	39.8	3.6	5	0	10	31	8	11.1	25	29.8	5.2	8	0	10	*2-5/- (15-11)	C	13	D	D							406	306	rf-3(0)e6 cf-4e6
SDN	"Schimpf,R*"	165	50	14	7.2	25.2	28.8	7.2	8*	0	0	48	22	9.5	35.5	38	9.5	8*	0	0	-/- (---)	E	11	D	D				425					3b-4e25
BAA	"Schoop,J"	622	26	9	22.5	35.5	49	4.8	8	10	22	19	1	25.2	30.2	38	3.2	5	10	24	2/- (20-6)	E	13	D	D			216		448				2b-2e16 ss-4e48
CHN	"Schwarber,K*"	422	47	16	5.6	23.6	17.9	2.7	5*	0	8	43	16	11.7	29.7	38.3	8.3	8*	0	8	4/12 (13-5)	E	12	C	D	516					509			"lf-5(0)e9 c-5(+2)e16,T-20(pb-0)"
LAN	"Seager,C*"	539	23	10	33.7	45.7	51.2	3.6	5	0	15	23	14	23.2	39.2	34.9	2	3	0	17	5/- (13-6)	D	14	D	C					214				ss-2e14
SEA	"Seager,K*"	578	16	7	20	30	39.7	4	7	2	5	13	9	18.6	30.6	33.1	3	5	2	5	3/- (13-6)	E	12	B	D				115					3b-1e15
SEA	"Segura,J"	524	8	9	34.7	45.7	38.7	0.6	1	-16	18	8	2	33.9	37.9	42.9	0.3	0	-15	20	"*2-5,12/- (18-13)"	A	16	D	C					423				ss-4e23
OAA	"Semien,M"	342	27	12	14.4	27.5	23.3	1.5	2	-4	4	23	14	21.9	36.9	31.2	1	2	-6	3	*7/- (19-11)	B	15	D	D					417				ss-4e17
MLN	"Shaw,T*"	538	33	6	20.6	28.6	43.3	2.5	3	-2	25	24	11	21.4	34.4	39.9	4.8	6	-4	22	*4/- (20-6)	B	13	D	D		307		311					3b-3e11 1b-3e7
LAA	"Simmons,A"	589	0	19	16.3	36.3	20.3	0.4	0	2	20	0	4	30.4	35.3	41.3	0.6	1	2	25	*2-5/- (17-12)	B	14	C	B					114				ss-1e14
SFN	"Slater,A"	117	26	2	33	39	48.5	0	w	5	20	23	7	22	33	29.2	2.4	5	5	18	-/- (---)	E	12	D	D				565		305	405	405	lf-3(0)e5 rf-4e5 3b-5e65 cf-4e5
NYN	"Smith,D*"	167	49	13	0	14	0	0	w*	0	19	32	5	10	16	29.8	6	8	6	22	-/- (---)	E	10	D	D		308							1b-3e8
CHA	"Smith,K"	276	5	0	24.4	26.4	30.1	0.2	0	-10	25	14	0	36.3	38.3	52.4	2.5	w	-11	25	-/- (---)	E	9	C	C	402								c-4(+2)e2,T-2(pb-0)
TBA	"Smith,M*"	256	50	0	30.7	30.7	39.5	0	w	-12	4	19	10	26.3	36.3	37.9	1.8	w	-8	3	*2-6/- (18-13)	B	16	B	D						307	407	407	cf-4(+1)e7 lf-3e7 rf-4e7
BAA	"Smith,S*"	330	16	4	22.6	30.6	32	1.8	3	-9	17	22	10	21.3	35.3	34.1	2.3	3	-9	15	2/- (20-6)	E	10	D	C						401		401	rf-4(+1)e1 lf-4e1
TOA	"Smoak,J+"	560	4	18	31.6	50.7	49.8	3.8	7	-9	18	25	13	16.8	30.8	39.6	6.4	8	0	18	5/- (3-1)	E	10	D	D		202							1b-2e2
MLN	"Sogard,E*"	249	25	10	19.5	32.5	27.4	1.3	1	-11	16	1	23	22.6	48.6	33.8	1.8	w	-12	15	2-5/10 (13-6)	C	13	B	C			308	350	304	525			2b-3e8 ss-3e4 3b-3e50 lf-5(+2)e25
SDN	"Solarte,Y+"	466	0	7	12.7	21.7	22.9	3.3	w	7	27	5	4	22.5	28.5	37.3	3.5	6	7	28	2/- (20-6)	D	11	D	C		425	406	427	429				2b-4e6 ss-4e29 3b-4e27 1b-4e25
TBA	"Souza,S"	523	34	23	20	46	27	0.3	0	-5	9	40	20	12.4	35.4	32.1	6.2	8	-3	5	"*4,5/- (18-11)"	A	14	D	D							407	207	rf-2(-2)e7 cf-4e7
